taxonomy_id	name	rank	USA.74b_ERR1713399_db6.diamond	USA.74a_ERR1713398_db6.diamond	USA.74d_ERR1713401_db6.diamond	USA.74c_ERR1713400_db6.diamond	USA.74_ERR1713397_db6.diamond
45656	Desulfonema limicola	species	210	38	36	183	91
1184387	Mesotoga prima	species	737	276	344	649	803
69277	Phyllobacteriaceae	family	1224	1541	1451	1391	4457
390876	Nisaea	genus	41	2	5	3	84
2903107	Paracholeplasma	genus	2629	1862	2091	1519	2290
2831106	Devosiaceae	family	1501	1560	468	293	2226
158846	Megamonas	genus	2041	1372	8625	18861	3424
433330	Propioniciclava tarda	species	8749	2817	1026	56	2652
2035528	Tsuneonella deserti	species	5	1	0	3	0
3053513	Variovorax sp. J22P168	species	25	64	101	14	86
487685	Methanolobus profundi	species	4	1	0	2	2
3140593	Candidatus Villigracilis	genus	3227	225	285	123	1143
906	Megasphaera	genus	3933	3901	20421	11739	28458
2010828	Aquipluma nitroreducens	species	1211	670	1366	364	4972
57665	Sulfurospirillum	genus	3244	1263	4791	17211	14514
1385	Bacillales	order	5998	4083	8044	7569	36901
518753	Luteolibacter	genus	4678	1109	305	971	909
76892	Caulobacteraceae	family	10977	10209	4460	5988	28420
367298	Phycicoccus	genus	1963	4694	2925	958	4888
219181	Ottowia	genus	7604	107093	62468	58516	105402
2633315	unclassified Thermomonas	no rank	1633	187	272	375	2769
1872520	Anaeromusa sp.	species	3116	98	6294	1821	3079
857427	Microbacterium hydrothermale	species	13	3	3	1	0
1032527	Pedosphaera parvula	species	3098	499	191	181	1999
165697	Sphingopyxis	genus	5319	14337	23323	23064	30950
501783	Cloacibacterium	genus	17142	18890	75263	195171	228271
196816	unclassified Acinetobacter	no rank	4199	76926	10674	4232	7544
340467	Desulfatirhabdium butyrativorans	species	469	86	58	6540	118
543314	Anaerovoracaceae	family	1106	1300	1255	2183	12272
3140682	Candidatus Villigracilis affinis	species	1063	98	99	52	369
1937961	Haliscomenobacteraceae	family	998	103	49	30	710
2714937	Propioniciclava coleopterorum	species	155	170	449	79	802
2498709	Candidatus Cryosericum	genus	4099	89	248	253	1297
2617802	unclassified Mucilaginibacter	no rank	81	32	38	23	170
223185	uncultured Thiothrix sp.	species	2807	49	49	1260	313
2049	Actinomycetaceae	family	627	1220	3606	8044	6549
2527995	Symmachiella dynata	species	131	27	5	11	307
229921	Levilinea saccharolytica	species	2501	534	647	273	591
475964	Caldilineaceae	family	2478	111	646	198	7798
875043	Rheinheimera tilapiae	species	2	4	4	3	3
2805396	unclassified Daejeonella	no rank	622	24	29	31	30
283923	Pseudoxanthomonas kaohsiungensis	species	308	48	67	235	695
2676739	unclassified Neomoorella	no rank	5	3	1	3	5
909929	Selenomonadales	order	3857	780	2596	6125	7452
3389915	Pseudaquabacterium	genus	220	99	20	12	97
3042687	Polyangium sp. 15x6	species	44	3	1	5	232
185294	Segatella paludivivens	species	972	353	1237	301	5870
1079859	Pseudarcicella hirudinis	species	156	25	14	11	36
658267	Kaistella yonginensis	species	964	559	1189	133	296
1932666	Haliea sp.	species	155	51	135	125	491
2008793	Sterolibacteriaceae	family	2493	56	87	136	2108
680378	Natranaerovirga hydrolytica	species	14	11	18	41	38
1582259	Gudongella oleilytica	species	749	534	803	1184	677
1736399	Nostocoides sp. Soil756	species	204	77	5	3	10
53572	Deferribacter	genus	28	11	8	11	20
185293	Xylanibacter oryzae	species	835	85	613	131	13997
562	Escherichia coli	species	4911	8362	18675	16402	25494
79206	Desulfosporosinus	genus	212	54	119	154	502
2824749	Microbacterium sp. GbtcB4	species	1	0	0	0	0
265718	Aquimonas	genus	2864	16	34	71	205
1497346	Thermoleophilia	class	443	131	102	107	40675
3014554	Cerasicoccus fimbriatus	species	129	13	4	17	31
3085795	Paraburkholderia sp. SIMBA_054	species	28	31	75	140	77
2802971	Luteitalea sp. TBR-22	species	254	22	15	30	390
330835	Nostocoides vanveenii	species	770	217	26	6	33
33042	Coprococcus	genus	1399	17707	19968	13064	5938
2697043	Tichowtungia aerotolerans	species	2993	344	159	439	163
1742403	Parabacteroides sp. PF5-6	species	23	13	11	23	74
547188	Phycisphaera mikurensis	species	78	7	7	21	91
1121961	Hirschia maritima	species	149	1	0	3	103
330836	Nostocoides veronense	species	299	298	98	83	193
2650923	Aestuariivirga	genus	2281	1136	204	199	7905
80878	Acidovorax temperans	species	3076	9742	26980	23315	42122
1802253	Sulfurimonas sp. RIFCSPLOWO2_12_36_12	species	10	4	7	35	8
1921001	Candidatus Bealeia paramacronuclearis	species	1056	70	17	123	1080
81	Hyphomicrobium	genus	1446	547	635	1043	22696
1161	Nostocales	order	387	89	116	197	1021
46610	Geobacter sp.	species	160	29	50	56	213
2171989	Candidatus Nanoperiomorbus periodonticus	species	464	147	2064	289	2009
2315236	Pseudaquabacterium pictum	species	5711	1888	306	240	1673
577469	Demequina	genus	1009	335	576	688	781
795750	Ignavibacterium	genus	973	177	264	215	470
2626614	unclassified Pigmentiphaga	no rank	44	19	9	10	19
213118	Desulfobacterales	order	3156	965	377	1974	719
135618	Methylococcales	order	107	25	50	28	167
2975441	Sphaerotilaceae	family	7536	2347	4974	2077	18038
2620789	unclassified Aquabacterium	no rank	1326	634	715	1252	977
3388432	Melissospora conviva	species	11	30	0	0	12
74201	Verrucomicrobiota	phylum	22808	4234	1724	3847	21584
2981630	Anthropogastromicrobium	genus	436	2033	25239	7947	2017
2728837	Ramlibacter agri	species	42	30	16	10	94
47883	Pseudomonas synxantha	species	6	54	24	9	17
33025	Phascolarctobacterium faecium	species	1757	2003	5172	5045	3715
1054211	Sulfuritalea	genus	1936	28	40	31	522
2173	Methanobrevibacter smithii	species	451	3509	2509	2484	4702
2717288	Victivallis sp. Marseille-Q1083	species	598	66	69	123	118
2482724	Chryseotalea sanaruensis	species	678	112	9	12	529
72763	Tessaracoccus	genus	4131	2931	7314	4526	5535
2697502	Acinetobacter sp. Marseille-Q1618	species	4	70	13	10	20
2646859	unclassified Saccharicrinis	no rank	266	276	70	84	322
1134406	Ornatilinea apprima	species	1019	260	205	155	493
40214	Acinetobacter johnsonii	species	1076	9204	5492	1610	4935
119484	Syntrophobacter fumaroxidans	species	361	58	421	84	174
508459	Cloacibacillus	genus	976	465	1684	6425	3086
2172	Methanobrevibacter	genus	2833	39968	29160	16678	144436
68287	Mesorhizobium	genus	627	741	726	798	3299
475	Moraxella	genus	792	1630	2290	248203	137194
3031651	Desulfuromonadia	class	1335	574	1752	1034	1715
572511	Blautia	genus	3011	33663	69570	86253	33296
2773299	Desulfolutivibrio sulfoxidireducens	species	82	11	31	191	57
713588	Kaistella chaponensis	species	5861	30232	20511	874	5895
1085622	Propioniciclava	genus	2880	2607	8920	1332	7148
43774	Syntrophus buswellii	species	197	47	27	23	10
382	Sinorhizobium meliloti	species	60	50	95	64	332
2691357	Pirellulaceae	family	2793	310	293	528	7608
577309	Paraprevotella	genus	728	833	2122	1143	1219
1307763	Kiritimatiella glycovorans	species	5657	744	197	504	180
213422	Geobacteraceae	family	1786	636	1903	1124	1624
206389	Rhodocyclales	order	15369	4148	8469	23628	20510
290732	Aminiphilus circumscriptus	species	475	30	37	276	26
2665156	Candidatus Mycosynbacter amalyticus	species	1502	798	1810	1616	3135
1871049	Pseudoxanthomonas sp.	species	176	116	208	372	781
914	Nitrosomonas	genus	5043	367	522	861	12364
1965304	Intestinibacter sp.	species	625	1037	2124	3413	7656
1977084	Ornithinimicrobium sp.	species	28	13	9	5	75
561720	Dethiosulfovibrio salsuginis	species	363	30	36	187	52
52225	Mitsuokella	genus	1162	666	2681	2405	3196
970	Selenomonas	genus	5336	1659	3381	4348	7658
2717303	Haliscomenobacter sp.	species	5271	272	475	275	1533
2762385	Daejeonella	genus	1946	136	163	143	150
2678352	Maribellus	genus	486	424	76	81	185
85413	Bosea	genus	1164	11722	13398	10915	19529
1742636	Candidatus Megaera	genus	172	5	6	9	69
2837462	Pontiella sp.	species	1197	145	43	186	107
1046	Chromatiaceae	family	1082	320	310	688	1586
1307839	Salinivirga cyanobacteriivorans	species	104	86	13	20	63
2805490	Steroidobacter gossypii	species	45	9	5	3	109
1448929	Candidatus Fervidibacter sacchari	species	604	37	26	42	184
43947	Tolumonas	genus	2347	736	3012	8011	17443
1730	Eubacterium	genus	1711	14702	11916	6294	8145
365348	Pelosinus	genus	3587	486	1385	681	895
3230363	Arcobacter sp. s6	species	4375	238	286	489	568
32067	Leptotrichia	genus	5708	7083	32119	23066	30038
2005520	Dysgonomonadaceae	family	2350	2554	1680	2052	3647
454148	Roseibacillus persicicus	species	229	44	19	54	95
2653714	Rectinema subterraneum	species	5733	13084	2781	1152	605
244825	Anaerospora	genus	252	61	217	373	335
191373	Pelotomaculum	genus	1485	354	139	62	131
90427	Methanoculleus sp.	species	1303	2275	566	172	594
2138576	Vitiosangium sp. GDMCC 1.1324	species	18	5	3	4	119
39643	Sorangium	genus	1389	133	127	101	4927
2809020	Paralysiella testudinis	species	548	1656	7206	13085	6054
203682	Planctomycetota	phylum	2850	447	186	480	5827
403	Methylococcaceae	family	583	137	442	313	1736
1905344	Ruthenibacterium	genus	1131	4288	5762	8583	4935
2890311	Klebsiella/Raoultella group	no rank	2688	3050	11341	3424	3110
2723	Hirschia	genus	2031	20	9	10	1380
2820280	Sphingosinicellaceae	family	2943	1098	1500	1630	3636
663243	unclassified Variovorax	no rank	535	1042	972	283	1227
1899569	Spirosoma sp.	species	48	61	14	14	82
2760313	Tessaracoccus sp. MC1679	species	197	42	98	37	55
904	Acidaminococcus	genus	4814	1150	2930	4795	8167
1884367	Chitinophaga sp. CF118	species	24	8	6	9	35
2745493	Pseudomonas urmiensis	species	14	14	10	4	13
352450	Simplicispira	genus	17695	17087	3820	707	4146
1946039	Acetomicrobium sp. UBA5826	species	49	15	1	4	4
2715279	Perlabentimonas gracilis	species	3819	1527	216	302	394
1653476	Caldimicrobium thiodismutans	species	29	7	4	9	10
1968276	Spirosoma terrae	species	867	179	75	93	138
316277	Syntrophus aciditrophicus	species	2432	694	236	77	151
3139201	Candidatus Chlorohelix sp.	species	36	3	11	11	51
1872444	Alistipes sp.	species	363	572	826	506	1546
1775557	Acinetobacter sp. CFCC 10889	species	42	482	185	91	189
213121	Desulfobulbaceae	family	1371	1047	3637	31239	5569
2775080	Aestuariispira ectoiniformans	species	6	1	1	5	45
1720083	Acetilactobacillus jinshanensis	species	27	0	5	0	8
22	Shewanella	genus	7984	5175	5869	4737	8621
339722	Desulfovermiculus halophilus	species	155	16	19	38	21
573	Klebsiella pneumoniae	species	4172	15661	29140	12688	12379
83558	Chlamydia pneumoniae	species	389	572	856	756	816
3243601	Comamonas sp. SY3	species	9	35	69	34	52
259303	uncultured Psychrobacter sp.	species	250	373	242	1156	927
3236815	Butyrivibrio sp. JL13D10	species	9	11	19	22	87
1649462	Lacihabitans	genus	1228	95	137	13	72
1763524	Isosphaeraceae	family	690	197	161	236	3304
2803751	Leptolyngbya sp. Cla-17	species	16	1	1	1	9
1936990	Nitrospira sp. KM1	species	71	7	9	8	417
3076075	Sporomusa carbonis	species	192	21	102	419	177
1117041	Effusibacillus consociatus	species	7	3	3	5	19
545501	Oceanobacillus oncorhynchi	species	8	4	12	4	15
93	Stella	genus	3191	3	12	18	138
2714737	Alienimonas	genus	38	2	5	5	78
1775411	Rhodanobacteraceae	family	2634	1963	3231	2327	17126
34072	Variovorax	genus	1629	6206	6013	1006	5112
85015	Nocardioidaceae	family	3032	5239	3225	1596	2761
267408	Arsenicicoccus	genus	75	84	126	5	104
3085636	Lachnospirales	order	582	974	1773	2149	3078
467094	Ilumatobacter coccineus	species	82	8	8	4	115
1096341	Fonticella tunisiensis	species	11	10	22	16	109
2296	Desulforapulum autotrophicum	species	72	23	24	50	26
3085642	Butyricicoccaceae	family	390	3423	5521	1727	3473
1506	Clostridium sp.	species	1517	1411	2611	2138	11288
179636	Alicycliphilus denitrificans	species	388	1265	1491	756	1476
1977874	Acinetobacter sp. ANC 3832	species	97	1986	150	53	141
32008	Burkholderia	genus	418	293	1497	690	1983
3133435	Novosphingobium aquae	species	168	46	36	20	838
1495854	Brevundimonas sp. EAKA	species	755	784	2930	6004	1387
1048380	Fusibacter sp. 3D3	species	35	15	59	180	86
91914	Asaia	genus	7	5	8	2	11
1310165	Ralstonia pseudosolanacearum	species	161	236	700	236	993
2860235	Glacieibacterium	genus	330	37	8	5	50
217140	Arcicella	genus	772	106	124	21	175
2008790	Thiobacillaceae	family	21	5	12	30	30
181070	Proteocatella sphenisci	species	3038	1435	15659	54540	1991
1643950	Fervidobacteriaceae	family	54	7	50	34	17
2898660	Portibacter marinus	species	673	57	38	17	478
3079305	Veillonella absiana	species	198	28	883	469	436
183	Leptonema illini	species	208	43	41	122	357
61170	Holdemania	genus	222	966	1650	1392	1382
2767842	Lactiplantibacillus	genus	57	396	1755	141	855
35832	Bilophila	genus	2480	1709	5866	11988	1767
444	Legionellaceae	family	939	204	181	682	1506
1632867	Methylocucumis oryzae	species	24	4	9	27	81
335929	Erythrobacteraceae	family	1618	2068	1189	2710	2277
89374	Saprospiraceae	family	346	68	39	24	117
2974023	Fontisphaera persica	species	1720	358	146	114	924
1902245	Nakamurella antarctica	species	4	4	5	1	8
2029185	Longimicrobium sp.	species	494	97	75	91	1336
861445	Psychrobacter sanguinis	species	117	455	210	9141	5334
1678	Bifidobacterium	genus	9287	24134	109647	83388	43975
84999	Coriobacteriales	order	774	4145	11145	7925	5382
2731377	Alkalicella caledoniensis	species	24	11	28	46	30
186817	Bacillaceae	family	1759	1367	3759	5542	8527
69657	Hyphomonadaceae	family	5215	46	35	54	7931
2622653	unclassified Brevundimonas	no rank	560	958	1784	1797	5109
162027	Haliangium	genus	2273	39	58	49	9953
1888892	Sphingomonas turrisvirgatae	species	18	9	8	3	33
830	Butyrivibrio	genus	1478	1001	3145	2704	40841
1762	Mycobacteriaceae	family	6009	13710	28939	21961	144496
33958	Lactobacillaceae	family	1289	8851	19288	3990	11126
544	Citrobacter	genus	1335	1156	4340	10069	3023
1077255	Agitococcus lubricus	species	393	62	156	42	565
2829815	Azospirillaceae	family	156	40	64	86	740
748857	Roseimicrobium gellanilyticum	species	474	84	15	68	842
2914710	Sphaerotilus microaerophilus	species	176	36	410	34	144
2976531	Propionivibrio soli	species	347	193	362	1403	902
3060586	Candidatus Deferrimicrobium sp.	species	609	107	65	88	300
1524249	Pseudohongiella	genus	112	10	19	6	107
353	Azotobacter chroococcum	species	22	11	21	20	53
173479	Gemmatimonas	genus	3827	218	195	38	1487
3385906	Roseomonadaceae	family	1480	700	1096	529	2950
626940	Phascolarctobacterium succinatutens	species	742	2931	2753	3215	1685
853	Faecalibacterium prausnitzii	species	992	8284	11192	10273	4571
75385	Micropruina glycogenica	species	2364	1468	1578	2232	4928
84096	Gordonia alkanivorans	species	10	10	14	4	4
2268024	Ephemeroptericola cinctiostellae	species	1962	60661	72465	1389	13071
1905334	Thauera sp.	species	1192	205	335	3575	504
1578	Lactobacillus	genus	1789	3069	21887	11339	30675
1357	Lactococcus	genus	2272	17252	106914	2770	15197
2735899	Frigoriflavimonas asaccharolytica	species	296	119	110	83	176
3101277	Candidatus Poriferisodalis sp.	species	162	55	14	15	505
1610493	Tessaracoccus flavus	species	116	72	73	35	76
1962908	Gemmatimonas sp.	species	1071	95	66	65	1143
588673	Solirubrobacterales	order	915	320	326	324	110773
2820270	Candidatus Kaistella beijingensis	species	284	605	1030	1226	6041
59734	Empedobacter	genus	518	1081	3806	1633	3853
3133429	Ramlibacter sp. AN1133	species	52	15	8	16	85
312063	Azohydromonas	genus	171	32	37	38	562
3064195	Brotocaccenecus cirricatena	species	1150	6440	7731	9826	3757
1955623	Propionicimonas sp.	species	1651	1178	1161	394	1646
2293560	Caldilinea sp.	species	1524	154	292	216	3093
48465	Prosthecobacter dejongeii	species	325	72	10	24	140
2528024	Lacipirellula limnantheis	species	813	34	31	127	5637
385682	Thermophagus xiamenensis	species	98	41	17	15	32
3039865	Candidatus Cloacimonadaceae	family	3591	3786	1233	244	189
3036128	Diaphorobacter limosus	species	643	1578	3278	2648	2673
93681	Roseateles	genus	1184	1397	3231	526	3166
69578	Cryobacterium	genus	84	168	52	36	115
3453714	Ideonella sp. YS5	species	44	8	7	3	120
1980693	Negativibacillus	genus	85	297	1213	443	499
1962973	Luteolibacter sp.	species	1896	432	84	225	353
3398230	Thauera sp. WH-1	species	36	3	24	149	36
3400628	Streptomyces sp. Agncl-13	species	40	74	69	62	77
3394349	Variovorax sp. SCN45	species	23	4	0	0	0
492	Neisseria animalis	species	4	4	17	229	78
2022749	Sulfurimonas sp.	species	826	266	1303	3982	1281
1313	Streptococcus pneumoniae	species	493	378	901	931	1686
256701	Glutamicibacter arilaitensis	species	10	27	11	3	14
85012	Streptosporangiales	order	168	86	60	77	639
1550024	Ruthenibacterium lactatiformans	species	707	2356	3284	3784	4696
1954475	Mariniphaga sp.	species	267	182	45	34	92
2024832	Geminicoccus sp.	species	35	3	3	15	342
126	Planctomycetaceae	family	5733	1648	263	523	26707
1940288	Ferruginibacter sp.	species	766	332	47	10	736
1453544	Tahibacter	genus	346	194	431	183	3274
1033	Afipia	genus	1421	1818	834	514	2557
2202149	Thermomonas aquatica	species	1451	342	351	664	227099
1914233	Gemmataceae	family	1000	207	197	342	26399
382641	Trichococcus patagoniensis	species	356	484	499	157	151
768669	Thermogemmatispora	genus	47	9	7	14	78
2699740	Brooklawnia sp.	species	974	1707	4810	1287	7788
1278212	Arcobacter suis	species	798	401	1988	4479	3974
1903411	Yersiniaceae	family	1140	3854	3199	815	387
1193534	uncultured Flavonifractor sp.	species	241	105	120	139	758
224463	Nannocystaceae	family	789	46	24	35	2031
1837743	Longivirga aurantiaca	species	1663	186	127	220	7883
2723776	Lichenihabitans	genus	2	3	0	6	34
37329	Nocardia farcinica	species	16	57	14	7	30
1872488	Aminiphilus sp.	species	605	30	50	410	31
2662362	Acinetobacter wanghuae	species	7	33	9	37	3
1384487	Formosimonas limnophila	species	541	6568	3239	1516	6302
2611147	unclassified Sphingobium	no rank	165	245	94	94	273
1763	Mycobacterium	genus	398	610	888	4585	5532
2066434	Geminicoccaceae	family	359	12	22	30	3626
2485000	Lutibacter sp. HS1-25	species	26	5	17	5	9
468938	Cerasicoccus	genus	152	17	9	27	40
1871054	Janthinobacterium sp.	species	79	200	542	51	185
2720018	Dethiosulfovibrio faecalis	species	285	178	212	347	273
43676	Promicromonospora	genus	19	12	13	7	27
2794346	Clostridium thailandense	species	37	30	90	39	327
1511649	Mongoliitalea	genus	3	1	3	2	2
191026	Maridesulfovibrio hydrothermalis	species	7	0	1	11	8
958	Bdellovibrio	genus	3741	1415	4635	4488	10128
552064	Fodinibacter luteus	species	918	546	37	16	44
2682227	Tepidiformaceae	family	390	39	35	30	1383
3127655	Litorivita sp. NS0012-18	species	3	0	1	0	3
326319	Dokdonia	genus	40	7	5	4	26
44013	Polynucleobacter	genus	748	188	254	152	949
3155075	Kitasatospora sp. NPDC093806	species	4	0	0	0	0
2528016	Novipirellula artificiosorum	species	272	42	27	51	156
75682	Oxalobacteraceae	family	2006	9963	22357	904	5569
282132	Candidatus Protochlamydia	genus	632	44	68	240	384
2836216	Phnomibacter	genus	580	99	241	67	508
2495594	Geobacter sp. SVR	species	77	26	34	40	99
3055040	Azotosporobacter soli	species	658	123	1422	663	729
2639160	unclassified Phascolarctobacterium	no rank	33	5	12	6	126
