taxonomy_id	name	rank	CAN.22a_ERR1713340_db6.diamond	CAN.22_ERR1713339_db6.diamond	AUS.18a_ERR1713333_db6.diamond	AUS.18_ERR1713332_db6.diamond	AUT.70_ERR1713334_db6.diamond	BWA.19_ERR1713338_db6.diamond	BRA.53_ERR1713336_db6.diamond	BGR.66_ERR1713335_db6.diamond	BRA.53a_ERR1713337_db6.diamond	ALB.17_ERR1713331_db6.diamond
2804673	Cypionkella	genus	200	66	51	164	1338	69	56	1102	91	5210
2160	Methanobacterium	genus	367	94	319	402	289	8219	1422	255	15505	1026
1423323	Flavobacterium sp. AED	species	1	1	0	4	5	4	1	20	14	14
125216	Roseomonas	genus	71	129	173	322	774	2331	725	645	946	907
1363	Lactococcus garvieae	species	38	11	219	22	250	25	36	225	37	129
167968	uncultured Desulfovibrio sp.	species	74	137	545	209	457	3921	713	335	3349	327
2035356	Reyranella aquatilis	species	7	9	5	5	8	226	5	6	10	10
818	Bacteroides thetaiotaomicron	species	21	26	43	97	524	197	140	564	666	467
2316020	Mediterraneibacter	genus	450	789	2680	1425	11405	4008	7336	2496	3244	9121
28198	Aliarcobacter cryaerophilus	species	513	715	562	2134	8678	2725	2921	23580	25378	14623
713588	Kaistella chaponensis	species	398	596	291	3262	4840	716	1210	30786	1931	77556
3039865	Candidatus Cloacimonadaceae	family	388	85	25	51	47	83	76	163	1393	74
433323	Aminicella lysinilytica	species	44	97	201	73	197	442	212	152	615	453
2487331	Lacihabitans sp. CCS-44	species	3	3	1	20	13	7	5	57	91	20
1365	Pseudolactococcus plantarum	species	157	23	1838	111	249	43	96	130	99	57
213849	Campylobacterales	order	880	1610	1068	5849	10729	3186	4780	78689	410321	34267
72273	Thiotrichales	order	133	49	181	1297	170	400	1756	364	6065	828
1307763	Kiritimatiella glycovorans	species	824	56	39	57	64	1698	109	86	2399	176
1960881	Runella sp.	species	23	11	11	74	86	50	54	95	285	147
41275	Brevundimonas	genus	2725	9391	4083	18171	23006	6189	11029	35479	13242	47431
143067	Methanotrichaceae	family	1178	66	287	134	140	3864	246	104	2765	468
1962930	Thermogutta sp.	species	21	5	3	13	16	140	13	14	404	31
2720018	Dethiosulfovibrio faecalis	species	32	27	78	141	192	245	237	175	356	222
1872578	Aquabacterium sp.	species	200	602	257	759	1402	1285	1971	3567	17750	3985
2954094	Pseudomonas sp. FP453	species	1	2	0	4	10	0	0	1	0	27
1851148	Limihaloglobus sulfuriphilus	species	41	14	5	9	11	130	17	13	512	36
1643826	Eggerthellaceae	family	311	340	1408	662	2609	2118	2022	523	1609	2887
1871086	Brevundimonas sp.	species	610	1201	809	4687	3867	814	1953	5451	1872	5451
2809020	Paralysiella testudinis	species	781	3644	3901	25976	2662	6535	7606	5763	346	3776
2668039	Glaciihabitans arcticus	species	15	1	0	1	8	2	2	12	5	15
157692	Pseudoleptotrichia goodfellowii	species	304	424	650	571	682	661	1585	433	240	2530
2023866	Petrimonas sp.	species	171	258	448	845	2352	1087	768	1300	4940	747
1853276	Neisseria weixii	species	65	156	312	453	136	603	2679	179	36	996
85025	Nocardiaceae	family	248	107	59	496	322	391	288	1031	604	471
82990	Buttiauxella gaviniae	species	6	6	26	9	54	7	5	25	9	462
47770	Lactobacillus crispatus	species	6	6	364	34	83	94	308	51	21	200
1871053	Phenylobacterium sp.	species	1041	1739	769	4601	11061	7999	2745	7200	7032	12753
34090	Pelodictyon phaeoclathratiforme	species	13	1	4	17	8	32	6	33	117	47
1046	Chromatiaceae	family	123	79	164	270	278	5299	384	407	10355	864
178440	Opitutus	genus	6	5	1	0	12	50	7	10	397	81
154046	Hungatella hathewayi	species	15	20	45	28	184	470	211	76	235	213
2847777	Atribacter	genus	278	2	3	8	9	43	8	12	279	21
2293560	Caldilinea sp.	species	128	48	231	104	386	4926	307	115	878	150
59734	Empedobacter	genus	1633	377	10477	73314	7117	440	1924	12900	858	3520
85831	Bacteroides acidifaciens	species	18	40	72	59	493	273	118	309	628	365
134623	Opitutaceae	family	184	181	76	271	579	2028	307	783	16957	3862
1735	Holdemanella biformis	species	121	274	455	366	2009	5928	2457	751	2530	4018
1218	Prochlorococcus	genus	7	2	2	1	9	15	15	9	131	22
137	Spirochaetaceae	family	32	10	5	11	19	124	22	33	1046	57
2448023	Ilumatobacteraceae	family	54	8	27	23	442	355	29	42	434	171
22	Shewanella	genus	93	155	125	209	10225	539	4470	7808	10470	2503
59620	uncultured Clostridium sp.	species	339	493	1024	910	7526	7832	1900	2168	4490	4239
2761487	Gelidibacter maritimus	species	1	4	1	2	10	0	8	10	13	3
1775411	Rhodanobacteraceae	family	297	846	670	5706	2013	2342	2079	2203	5515	1053
68	Lysobacter	genus	221	488	231	1888	1513	496	626	4203	823	1451
218538	Dialister invisus	species	1318	2052	1301	2359	17537	2878	3299	4043	1432	16061
1407071	Acinetobacter sp. TGL-Y2	species	301	150	159	1057	5160	45	182	2106	88	13916
2562294	Soehngenia longivitae	species	17	168	45	12	82	2786	23	16	56	86
352475	Shinella zoogloeoides	species	34	39	223	663	929	340	448	464	66	590
1926877	Proteiniphilum sp.	species	37	46	38	65	116	124	65	107	1317	86
34062	Faucicola osloensis	species	258	238	22806	52294	1722	3921	153201	24011	564	6203
202956	Acinetobacter towneri	species	79	93	229	982	2079	968	2295	1690	148	7063
745369	Acetoanaerobium noterae	species	250	612	2775	2098	714	5923	4380	1073	1183	5219
2051956	Methylotenera sp.	species	224	77	53	155	138	381	138	537	440	951
370977	Brevundimonas aveniformis	species	39	179	100	421	336	38	272	276	118	101
1472762	Enorma	genus	17	6	59	44	232	162	81	76	59	67
203470	Tepidiphilus	genus	140	265	679	222	4839	1397	247	599	845	533
3074855	Mesorhizobium koreense	species	4	2	5	11	19	91	20	7	19	5
2805397	Daejeonella sp.	species	215	37	28	104	195	262	82	318	525	215
291645	Bacteroides nordii	species	716	1503	1597	1532	17286	19175	3292	3707	2564	8035
84998	Coriobacteriia	class	664	658	2836	1721	7080	9858	6998	1972	6596	13959
2822760	Rhodoferax sp. PAMC 29310	species	107	62	13	54	331	69	150	12091	261	471
34037	Rahnella	genus	281	329	427	2088	1737	1373	583	857	103	21511
517423	Cloacibacterium rupense	species	416	775	6573	34030	3370	1043	35872	43394	4444	3030
2004797	Luteitalea	genus	139	67	64	307	1976	715	982	347	5267	919
1048336	uncultured Candidatus Kuenenia sp.	species	11	0	0	3	4	19	3	8	88	5
3122950	Bacillus sp. AP50	species	28	115	77	59	1023	274	482	93	39	2624
1643824	Atopobiaceae	family	302	159	663	430	1546	2794	2735	671	4927	3624
1298	Deinococcus	genus	60	54	92	182	386	638	591	517	895	620
306	Pseudomonas sp.	species	471	1368	333	1416	7036	1940	1251	20949	2578	43442
363265	Leyella stercorea	species	96	68	164	209	1499	1066	807	949	3699	7378
2621730	unclassified Leucobacter	no rank	130	80	95	688	576	123	165	1179	296	7848
146784	Bacteriovorax	genus	484	406	105	1020	1746	472	564	6824	2021	6167
28220	Brachymonas denitrificans	species	230	452	3602	1939	917	37108	16190	1493	7386	1355
69392	Stenotrophomonas sp.	species	37	192	74	359	445	166	221	412	233	597
2764716	Flavobacterium muglaense	species	48	57	35	262	435	34	107	655	83	588
52228	Hallella	genus	56	49	107	148	636	300	72	331	305	384
2957809	Sebaldella sp. S0638	species	976	1903	8323	4397	2433	4517	4448	716	224	2914
1775557	Acinetobacter sp. CFCC 10889	species	46	19	68	274	345	36	141	742	45	2321
1632865	Pirellula sp. SH-Sr6A	species	102	67	87	219	498	1163	473	101	759	244
3415671	Aquihabitans sp. McL0605	species	39	11	42	67	225	1667	53	66	153	124
2608915	unclassified Akkermansia	no rank	55	151	55	58	298	211	194	45	170	78
3025755	Thomasclavelia	genus	224	311	1447	545	3275	735	1300	332	626	736
86185	Pseudomonas lundensis	species	282	35	35	385	545	103	41	45	39	493
1358	Lactococcus lactis	species	93	82	2214	166	1397	114	502	919	321	406
43773	Syntrophus	genus	682	147	215	160	116	479	207	194	6459	409
204456	Gemmobacter	genus	106	115	119	704	2283	1649	941	531	1010	3878
1936988	Saprospirales	order	92	122	124	365	805	338	253	245	498	280
898	Desulfomicrobium	genus	133	4343	111	608	713	1948	378	2163	104085	1231
108437	Comamonas nitrativorans	species	52	71	397	1590	514	280	939	1071	202	696
49181	Zoogloea sp.	species	189	264	387	1843	1549	16314	6034	3676	19925	10260
2697043	Tichowtungia aerotolerans	species	421	65	52	75	70	1722	120	94	3103	230
1849015	Arcobacter acticola	species	245	328	71	359	2731	115	329	34554	1782	6122
2944202	Simiaoa sp.	species	6	6	10	11	155	31	18	71	81	107
642	Aeromonas	genus	994	1399	4655	18600	24491	39370	7783	100684	17638	61337
33038	Mediterraneibacter gnavus	species	40	62	270	149	1298	353	551	223	356	567
629	Yersinia	genus	682	1025	148	417	1915	226	141	3257	253	458
445	Legionella	genus	238	133	182	410	712	761	489	515	1248	475
3100973	Miniphocaeibacter sp.	species	98	12	20	12	7	243	15	10	174	26
213115	Desulfovibrionales	order	482	1487	1962	1748	1707	24932	2576	1291	34545	1177
2799565	Motiliproteus sp. SC1-56	species	1	1	2	0	0	11	0	0	10	14
491919	Brachymonas chironomi	species	29	48	171	852	229	4277	905	586	192	997
1853231	Odoribacteraceae	family	28	46	58	97	1216	122	133	1885	1984	790
2576829	Acinetobacter pullicarnis	species	329	375	135	432	8693	105	351	3672	436	3574
2496270	Seramator thermalis	species	137	167	59	93	647	99	73	195	1841	102
159728	Desulfovibrio cuneatus	species	300	468	778	474	1760	5868	680	1236	1337	519
2682493	Mariniflexile maritimum	species	59	278	10	180	369	7	46	170	112	205
106146	Pelistega	genus	27	18	60	46	236	405	256	27	48	108
308865	Elizabethkingia	genus	66	63	475	1822	786	2916	1804	1602	9626	2041
1759059	Candidatus Viadribacter manganicus	species	30	3	4	6	76	93	64	50	82	7
1278212	Arcobacter suis	species	63	37	56	2507	245	51	97	6793	2825	3567
202952	Acinetobacter gerneri	species	27	21	642	896	618	145	1542	811	114	3547
2890311	Klebsiella/Raoultella group	no rank	96	260	1605	1168	1528	2695	1281	1706	725	1676
1971895	Thermomonas sp.	species	899	2107	1413	5651	9231	3689	3625	5242	6847	5180
1872529	Anaerosporobacter sp.	species	1	4	16	14	55	40	26	32	186	76
82115	Rhizobiaceae	family	929	1656	1934	6484	16297	9588	6369	5253	4171	14445
65655	Hydrogenophaga palleronii	species	70	7	5	29	48	28	56	128	72	145
190972	Sedimentibacter	genus	262	45	136	122	275	209	186	301	1949	210
577469	Demequina	genus	85	146	218	531	817	1002	249	334	599	609
853	Faecalibacterium prausnitzii	species	394	590	1510	467	39311	1284	3739	2427	1809	5219
1353941	Acinetobacter harbinensis	species	167	195	320	10674	598	345	252	2054	149	2458
1680	Bifidobacterium adolescentis	species	54	97	313	238	1616	1579	850	328	778	2828
2720632	Rhodomicrobium sp.	species	1	0	0	2	4	4	1	2	1	2
206389	Rhodocyclales	order	849	2643	2980	5168	5614	20400	7718	16462	97540	19864
630	Yersinia enterocolitica	species	19	25	26	35	61	39	61	74	64	64
1042315	Armatimonas	genus	14	7	4	22	32	112	9	19	333	39
135614	Lysobacterales	order	1698	4879	2189	13422	18780	16751	9263	17435	18604	13141
2052943	Trichococcus alkaliphilus	species	62	160	11	19	221	8	6	41	29	567
1852370	Prevotellamassilia timonensis	species	32	24	41	79	685	332	300	471	2044	1618
3046369	Aristaeella	genus	202	262	1522	337	3277	2210	1115	701	2394	2742
604332	Meiothermus rufus	species	1	0	0	2	4	0	0	0	7	1
83614	Luteimonas	genus	177	863	541	1373	3625	5824	1015	2449	4059	3552
374	Bradyrhizobium	genus	117	97	231	523	856	4108	708	550	9955	628
521720	Denitrificimonas caeni	species	63	826	84	224	2306	78	225	1954	214	2336
31979	Clostridiaceae	family	151	234	440	231	1365	1102	1083	934	3453	2437
72275	Alteromonadaceae	family	10	5	12	20	23	122	60	57	240	121
28214	Sphingomonas sp.	species	42	75	92	283	278	366	274	884	1044	449
35761	Nocardioides sp.	species	36	34	58	136	261	894	221	252	1388	417
2913411	Sandaracinobacteroides sayramensis	species	65	260	116	447	821	461	193	1486	269	1478
2632171	unclassified Pyramidobacter	no rank	3	0	3	5	5	18	8	7	26	13
53249	Pseudoalteromonas sp.	species	30	32	101	114	398	503	163	365	950	1453
3239222	Mesorhizobium sp. RCC_202	species	1	0	0	0	0	1	0	2	1	0
2593676	unclassified Streptomyces	no rank	61	47	88	162	392	716	243	310	895	688
1926307	Veillonella sp.	species	44	56	6341	153	1035	863	422	286	465	321
1715645	Paracoccus mangrovi	species	8	8	20	65	63	33	26	17	10	87
360412	Longilinea arvoryzae	species	340	89	169	196	122	3574	267	94	11203	292
3376631	Arcobacter sp. YIC-464	species	1	2	1	0	12	2	6	50	234	18
255475	Aurantimonadaceae	family	2	2	5	15	33	85	12	45	134	64
1285901	Tessaracoccus defluvii	species	121	132	136	500	4123	87	171	735	88	1741
1934310	Diaphorobacter sp.	species	80	90	181	838	1096	444	984	2162	452	2178
2978000	Zwartia	genus	240	22	58	64	101	72	48	74	149	350
454006	Epilithonimonas hungarica	species	4	9	29	101	145	405	282	183	142	351
3063788	Anaeroselena agilis	species	55	115	127	195	184	2501	238	298	16003	1298
2779161	Kouleothrix sp.	species	28	6	17	58	85	433	44	48	344	30
3034145	Daejeonella sp. H1SJ63	species	5	6	4	39	55	3	12	67	40	26
768480	Mucilaginibacter boryungensis	species	3	2	2	2	0	2	3	1	18	1
482	Neisseria	genus	508	900	4892	3971	2242	41202	138467	1867	1340	5769
61	Vitreoscilla stercoraria	species	178	166	416	956	685	225	2651	384	45	1679
747372	uncultured Parvimonas sp.	species	13	37	61	82	385	146	91	91	74	137
349221	Micavibrio aeruginosavorus	species	167	287	34	835	1174	312	361	2395	2801	709
158846	Megamonas	genus	283	560	2425	1140	8127	8780	6790	4711	3882	7753
2003553	Sulfuricaulis sp.	species	4	3	3	16	15	127	22	17	323	31
888436	Psychrobacter sp. 4Bb	species	7	7	0	329	15	1	2	14	1	13
1837344	Propioniciclava sinopodophylli	species	52	58	52	103	645	56	192	135	254	268
20	Phenylobacterium	genus	1323	2140	2048	11174	20076	33249	8032	13889	10832	17808
1963360	Parachlamydiales	order	221	87	149	332	522	1212	260	304	3349	263
74316	Brevundimonas aurantiaca	species	6	5	6	27	16	14	12	35	15	46
3155596	Streptosporangium sp. NPDC006013	species	3	9	14	14	52	49	26	23	86	93
2782229	Epilithonimonas	genus	483	1153	1832	23163	20779	692	6101	22578	1498	7101
34085	Riemerella anatipestifer	species	37	32	215	818	398	1035	1191	702	564	1007
958	Bdellovibrio	genus	688	425	686	2428	4239	2076	2367	2472	3838	3972
2497644	Candidatus Babeliales	order	14	11	10	18	12	133	4	8	244	11
2837462	Pontiella sp.	species	113	35	17	32	33	605	37	32	1106	87
196773	unclassified Devosia	no rank	107	37	82	260	399	392	122	124	322	196
1982626	Faecalibacillus intestinalis	species	271	425	1181	796	5844	2799	1534	965	1222	3057
31957	Propionibacteriaceae	family	556	771	2143	2446	5689	3210	8354	1842	10408	3211
2056855	Acidovorax sp. HMWF018	species	22	26	41	257	517	110	288	949	140	599
34102	Sphaerotilus	genus	575	622	2716	122809	993	1583	47474	33054	2501	9108
227290	Rhizobium/Agrobacterium group	no rank	188	314	402	908	1998	2306	1232	835	1142	2735
55968	Leucobacter	genus	216	301	602	2005	4418	696	1148	1401	1618	9509
1678840	Flexilinea flocculi	species	856	128	182	136	118	1158	155	81	2518	293
181663	Desulfosudis oleivorans	species	26	5	7	9	23	128	22	22	1083	35
1624	Ligilactobacillus salivarius	species	9	14	76	16	156	41	152	22	40	104
165695	Sphingobium	genus	152	290	311	1032	1224	684	1553	1158	1542	1181
34072	Variovorax	genus	352	469	348	1518	5662	951	1093	8508	2249	6605
117563	Granulicatella	genus	9	8	11	5	257	17	15	29	23	82
188913	Cetobacterium somerae	species	373	711	1222	963	9155	9340	2210	2056	1167	4657
2740462	Mucilaginibacter mali	species	3	1	4	9	0	1	1	12	29	3
310297	Phocaeicola plebeius	species	1812	3016	5906	4912	52985	44477	9953	8246	3685	25551
130788	Sedimentibacter saalensis	species	18	29	81	47	39	77	66	71	259	124
453220	Desulfogranum marinum	species	17	45	45	79	38	2097	69	40	322	125
1977881	Acinetobacter sp. ANC 4470	species	3	1	9	41	87	4	22	224	8	490
360293	Leeuwenhoekiella blandensis	species	1	0	0	0	3	2	0	2	18	11
933059	Gemmobacter aquatilis	species	7	1	2	7	34	13	11	15	12	61
157	Treponema	genus	198	157	353	458	471	1322	628	392	25180	3465
2619133	unclassified Chitinophaga	no rank	7	2	2	21	21	36	15	13	137	76
253239	Ethanoligenens harbinense	species	7	4	13	11	21	74	25	18	153	19
239745	uncultured Desulfobulbus sp.	species	1852	15112	3435	5831	6136	329692	11669	9814	17404	38250
239759	Alistipes	genus	457	947	1253	3195	29088	1781	2853	55992	16344	19755
1955243	Blautia sp.	species	39	74	261	114	795	354	676	167	442	730
85021	Intrasporangiaceae	family	312	166	272	626	5096	620	1152	1313	2572	2279
287	Pseudomonas aeruginosa	species	249	485	1027	2567	3910	3986	4780	4437	2585	8175
2045012	Clostridium minihomine	species	2	1	7	6	21	18	4	15	67	14
758826	Acidovorax radicis	species	125	94	30	204	665	74	286	3923	71	904
1783343	Endomicrobiaceae	family	178	8	32	168	24	220	23	28	3119	86
74712	Frankiaceae	family	8	3	8	3	22	741	11	9	104	18
1915559	Methanosaeta sp. UBA356	species	20	2	19	8	6	68	10	4	117	16
2782231	Kaistella	genus	623	811	385	4043	6061	589	1430	23443	1471	51283
264148	Millisia brevis	species	10	21	12	13	242	18	22	83	24	323
323413	Dokdonella	genus	309	856	429	3865	1890	677	1150	1993	1967	1004
1401	Paenibacillus lautus	species	3	1	5	8	15	18	12	24	42	27
1776382	Neglectibacter timonensis	species	35	57	115	65	526	303	251	153	442	338
365348	Pelosinus	genus	40	96	156	72	270	614	175	1547	4812	1336
259303	uncultured Psychrobacter sp.	species	105	301	147	1321	497	108	1238	410	72	1084
1230532	Lacinutrix iliipiscaria	species	4	0	0	2	1	3	2	2	6	9
223185	uncultured Thiothrix sp.	species	55	6	22	136	40	47	189	88	391	404
1282863	Uruburuella testudinis	species	65	225	535	735	386	1049	3411	296	56	1068
544448	Mycoplasmatota	phylum	13	3	13	30	88	36	35	42	185	140
946234	Flavonifractor	genus	8	19	34	53	585	189	117	279	466	255
165179	Segatella copri	species	594	578	1075	1339	11285	8540	8453	7333	46899	45722
3028117	Cyanophyceae	class	277	159	338	671	1017	4739	894	792	15317	13738
77095	Segatella bryantii	species	14	21	71	37	181	592	198	99	417	312
1573823	uncultured Draconibacterium sp.	species	45	47	24	89	48	122	61	123	2622	188
1762932	Algoriella	genus	316	94	27	141	8242	70	83	7565	143	2319
2981655	Gallintestinimicrobium sp.	species	160	231	883	444	1823	1199	1887	458	340	3908
2209	Methanosarcina mazei	species	8	6	14	7	21	79	19	12	123	49
2201	Methanofollis liminatans	species	1	0	0	2	2	18	0	2	21	0
290731	Aminiphilus	genus	248	42	52	32	43	532	46	53	1794	144
96345	Flavobacterium psychrophilum	species	309	314	206	1365	1960	566	701	4122	645	3600
236052	Propionicimonas	genus	19	19	68	90	138	46	119	100	6555	93
2755	Brochothrix	genus	6	2	6	19	88	4	39	25	12	64
570267	Methanocella paludicola	species	2	0	1	1	0	2	3	3	33	5
2633022	unclassified Leptotrichia	no rank	644	1084	1619	1649	1596	2389	7108	1061	780	5759
1917865	Sediminibacterium sp.	species	42	24	31	153	221	134	92	386	1115	526
1115758	Romboutsia ilealis	species	33	60	181	97	1051	218	215	255	831	456
2630407	unclassified Simplicispira	no rank	340	279	181	787	1104	135	520	9586	296	1781
2767921	Ligilactobacillus sp.	species	15	5	6	10	33	32	14	18	3	43
151754	Xenophilus	genus	30	56	28	91	645	301	153	260	121	798
3242702	Natronomicrosphaera hydrolytica	species	24	5	6	16	28	87	10	22	220	30
864064	Flagellimonas beolgyonensis	species	1	0	0	1	5	1	1	1	5	0
1312739	Sanguibacter hominis	species	170	135	71	555	1461	17	80	213	30	550
1608996	Pseudomonas helleri	species	98	62	107	251	3136	408	418	662	243	8627
2736290	Xylanibacter muris	species	2	0	1	1	3	18	2	12	75	29
3400188	Dapis sp. BLCC M229	species	1	0	0	0	0	3	3	0	8	1
2717288	Victivallis sp. Marseille-Q1083	species	48	7	10	11	59	137	21	52	1341	168
1730	Eubacterium	genus	303	518	2049	1162	10398	1554	2867	8180	2679	4360
219182	Ottowia thiooxydans	species	149	199	116	623	1654	273	598	1216	278	1900
2670329	Phyllobacterium phragmitis	species	2	1	2	1	5	4	1	8	4	9
402734	Flavobacterium terrigena	species	33	69	15	87	181	11	55	1490	30	402
28197	Aliarcobacter butzleri	species	226	376	245	1304	2617	1280	1049	15038	26387	7353
2805490	Steroidobacter gossypii	species	2	1	0	3	8	26	4	5	41	2
448181	Ciceribacter selenitireducens	species	9	15	5	15	52	42	48	41	67	197
573	Klebsiella pneumoniae	species	715	1086	3428	5935	9822	13951	9077	9738	8939	18263
1962974	Geothrix sp.	species	12	9	6	14	38	135	28	20	754	59
75787	Rhodocyclaceae	family	197	823	1749	1319	793	6949	3409	3330	16089	2652
2668052	Mangrovibacterium lignilyticum	species	17	8	2	10	3	17	8	6	454	19
