run_accession	library_name	library_layout	first_public	last_updated	fastq_aspera	submitted_galaxy	sample_alias
ERR1725996	NGA.50_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1725996/ERR1725996_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1725996/ERR1725996_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725996/NGA.50_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725996/NGA.50_1.HR.R2.fastq.gz	NGA.50
ERR1725997	NLD.43_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1725997/ERR1725997_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1725997/ERR1725997_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725997/NLD.43_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725997/NLD.43_1.HR.R2.fastq.gz	NLD.43
ERR1725999	NOR.34_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725999/ERR1725999_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725999/ERR1725999_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725999/NOR.34_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725999/NOR.34_1.HR.R2.fastq.gz	NOR.34
ERR1726006	SWE.41a_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1726006/ERR1726006_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1726006/ERR1726006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726006/SWE.41a_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726006/SWE.41a_2.HR.R2.fastq.gz	SWE.41a
ERR1726007	TCD.1_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1726007/ERR1726007_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1726007/ERR1726007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726007/TCD.1_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726007/TCD.1_1.HR.R2.fastq.gz	TCD.1
ERR1726013	USA.74b_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1726013/ERR1726013_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1726013/ERR1726013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726013/USA.74b_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726013/USA.74b_2.HR.R2.fastq.gz	USA.74b
ERR1726014	USA.74b_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1726014/ERR1726014_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1726014/ERR1726014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726014/USA.74b_3.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726014/USA.74b_3.HR.R2.fastq.gz	USA.74b
ERR1726021	USA.74f_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1726021/ERR1726021_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1726021/ERR1726021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726021/USA.74f_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726021/USA.74f_2.HR.R2.fastq.gz	USA.74f
ERR1726025	USA.74g_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1726025/ERR1726025_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1726025/ERR1726025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726025/USA.74g_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726025/USA.74g_2.HR.R2.fastq.gz	USA.74g
ERR1726029	USA.74g_7	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1726029/ERR1726029_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1726029/ERR1726029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726029/USA.74g_6.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726029/USA.74g_6.HR.R2.fastq.gz	USA.74g
ERR1726031	ZMB.49_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1726031/ERR1726031_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1726031/ERR1726031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726031/ZMB.49_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726031/ZMB.49_1.HR.R2.fastq.gz	ZMB.49
ERR2592245	AUS.18_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592245/ERR2592245_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592245/ERR2592245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592245/18_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592245/18_R2_001.fastq.gz	AUS.18
ERR2592247	BGR.66_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592247/ERR2592247_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592247/ERR2592247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592247/66_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592247/66_R2_001.fastq.gz	BGR.66
ERR2592252	CIV.13_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592252/ERR2592252_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592252/ERR2592252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592252/13_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592252/13_R2_001.fastq.gz	CIV.13
ERR2592259	IRN.12_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592259/ERR2592259_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592259/ERR2592259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592259/12_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592259/12_R2_001.fastq.gz	IRN.12
ERR2592261	KEN.72_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592261/ERR2592261_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592261/ERR2592261_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592261/72_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592261/72_R2_001.fastq.gz	KEN.72
ERR2592264	MYS.54_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592264/ERR2592264_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592264/ERR2592264_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592264/54_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592264/54_R2_001.fastq.gz	MYS.54
ERR2592265	NGA.50_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592265/ERR2592265_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592265/ERR2592265_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592265/50_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592265/50_R2_001.fastq.gz	NGA.50
ERR2592267	NOR.34_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592267/ERR2592267_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592267/ERR2592267_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592267/34_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592267/34_R2_001.fastq.gz	NOR.34
ERR2592274	USA.74a_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592274/ERR2592274_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592274/ERR2592274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592274/74a_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592274/74a_R2_001.fastq.gz	USA.74a
ERR2592277	USA.74d_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592277/ERR2592277_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592277/ERR2592277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592277/74d_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592277/74d_R2_001.fastq.gz	USA.74d
ERR2592279	USA.74f_7	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592279/ERR2592279_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592279/ERR2592279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592279/74f_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592279/74f_R2_001.fastq.gz	USA.74f
ERR2592281	ZAF.39_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592281/ERR2592281_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592281/ERR2592281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592281/39_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592281/39_R2_001.fastq.gz	ZAF.39
ERR2592283	ZMB.49b_7	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592283/ERR2592283_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592283/ERR2592283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592283/49b_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592283/49b_R2_001.fastq.gz	ZMB.49b
ERR2592328	AUS.18_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592328/ERR2592328_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592328/ERR2592328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592328/18_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592328/18_R2_001.fastq.gz	AUS.18
ERR2592332	DEU.27_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592332/ERR2592332_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592332/ERR2592332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592332/27_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592332/27_R2_001.fastq.gz	DEU.27
ERR2592334	ESP.75_6	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592334/ERR2592334_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592334/ERR2592334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592334/75_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592334/75_R2_001.fastq.gz	ESP.75
ERR2592337	MYS.54_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592337/ERR2592337_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592337/ERR2592337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592337/54_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592337/54_R2_001.fastq.gz	MYS.54
ERR2592338	NLD.43_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592338/ERR2592338_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592338/ERR2592338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592338/43_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592338/43_R2_001.fastq.gz	NLD.43
ERR2592339	TCD.1_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592339/ERR2592339_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592339/ERR2592339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592339/1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592339/1_R2_001.fastq.gz	TCD.1
ERR2592341	USA.74f_6	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592341/ERR2592341_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592341/ERR2592341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592341/74f_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592341/74f_R2_001.fastq.gz	USA.74f
ERR2592342	USA.74g_8	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592342/ERR2592342_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592342/ERR2592342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592342/74g_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592342/74g_R2_001.fastq.gz	USA.74g
ERR2592343	ZMB.49b_6	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592343/ERR2592343_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592343/ERR2592343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592343/49b_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592343/49b_R2_001.fastq.gz	ZMB.49b
ERR9855084		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/004/ERR9855084/ERR9855084_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/004/ERR9855084/ERR9855084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855084/DTU_2016_251_2_MG_Reproduce_64_3_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855084/DTU_2016_251_2_MG_Reproduce_64_3_R2.trim.fq.gz	DTU_2016_251_2_MG_Reproduce_64_3
ERR9855085		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/005/ERR9855085/ERR9855085_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/005/ERR9855085/ERR9855085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855085/DTU_2016_249_2_MG_Reproduce_54_3_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855085/DTU_2016_249_2_MG_Reproduce_54_3_R2.trim.fq.gz	DTU_2016_249_2_MG_Reproduce_54_3
ERR9855087		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/007/ERR9855087/ERR9855087_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/007/ERR9855087/ERR9855087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855087/DTU_2016_242_1_MG_Reproduce_22_1_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855087/DTU_2016_242_1_MG_Reproduce_22_1_R2.trim.fq.gz	DTU_2016_242_1_MG_Reproduce_22_1
ERR9855093		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/003/ERR9855093/ERR9855093_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/003/ERR9855093/ERR9855093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855093/DTU_2016_236_1_MG_Reproduce_12_1_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855093/DTU_2016_236_1_MG_Reproduce_12_1_R2.trim.fq.gz	DTU_2016_236_1_MG_Reproduce_12_1
ERR9855094		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/004/ERR9855094/ERR9855094_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/004/ERR9855094/ERR9855094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855094/DTU_2016_241_2_MG_Reproduce_18a_3_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855094/DTU_2016_241_2_MG_Reproduce_18a_3_R2.trim.fq.gz	DTU_2016_241_2_MG_Reproduce_18a_3
ERR9855097		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/007/ERR9855097/ERR9855097_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/007/ERR9855097/ERR9855097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855097/DTU_2016_246_1_MG_Reproduce_53a_1_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855097/DTU_2016_246_1_MG_Reproduce_53a_1_R2.trim.fq.gz	DTU_2016_246_1_MG_Reproduce_53a_1
ERR9855099		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/009/ERR9855099/ERR9855099_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/009/ERR9855099/ERR9855099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855099/DTU_2016_250_1_MG_Reproduce_64_1_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855099/DTU_2016_250_1_MG_Reproduce_64_1_R2.trim.fq.gz	DTU_2016_250_1_MG_Reproduce_64_1
