taxonomy_id	name	rank	USA.74g_ERR1713404_db6.diamond	USA.74f_ERR1713403_db6.diamond	USA.74e_ERR1713402_db6.diamond	USA.74i_ERR1713406_db6.diamond	USA.74h_ERR1713405_db6.diamond
191027	Paramaledivibacter caminithermalis	species	3	4	8	10	29
2841670	Streptomyces sp. CHB9.2	species	108	43	311	80	770
2717303	Haliscomenobacter sp.	species	92	97	230	1688	1365
166486	Roseburia intestinalis	species	245	160	712	620	2606
2810307	Aridibaculum aurantiacum	species	6	8	10	51	35
206389	Rhodocyclales	order	3038	3839	8974	15766	83876
2292006	Clostridium sp. AF32-12BH	species	12	14	35	67	48
724	Haemophilus	genus	339	95	770	452	1842
547	Enterobacter	genus	736	1171	5393	1143	6812
371601	Bacteroides xylanisolvens	species	135	42	306	197	1283
3376631	Arcobacter sp. YIC-464	species	26	3	4	10	94
1921002	Holosporales	order	6	23	25	96	28
41274	Tissierella sp.	species	287	270	1067	664	3179
186804	Peptostreptococcaceae	family	180	217	472	659	2421
1400862	Candidatus Competibacter denitrificans	species	185	302	499	122570	1576
1514105	Erysipelothrix larvae	species	244	4	14	54	80
174951	Ramlibacter	genus	49	60	127	1178	520
1462919	Mobilitalea sibirica	species	10	9	22	55	184
1519439	Oscillibacter sp. ER4	species	538	126	933	3812	3214
145260	Methanothermobacter	genus	3	10	6	23	13
229549	Streptococcus minor	species	358	438	4833	451	308
2211108	Sulfuricystis multivorans	species	8	12	32	130	241
1917887	Parabacteroides sp. Marseille-P3160	species	25	29	73	126	1148
1054034	Arcobacter cloacae	species	650	51	161	357	3310
2910984	Solidesulfovibrio	genus	1262	2623	3075	1407	7128
82115	Rhizobiaceae	family	1385	7154	28933	25516	21184
3120395	Acetobacterales	order	1045	4632	3842	89994	14195
82800	Desemzia	genus	7	3	5	45	40
2714945	Thermomonas sp. HDW16	species	41	99	148	551	925
29580	Janthinobacterium	genus	841	8276	1403	1493	1769
28220	Brachymonas denitrificans	species	1155	1460	14124	311761	6559
3085636	Lachnospirales	order	403	438	1307	1704	3728
182639	Kribbella	genus	5	26	28	1256	82
2949085	Flavobacterium fragile	species	53	28	216	130	422
2823317	Phascolarctobacterium sp. Marseille-Q4147	species	2	1	5	7	16
2008795	Azonexaceae	family	1480	1362	5665	7792	53314
81852	Enterococcaceae	family	335	142	1318	12028	3511
75787	Rhodocyclaceae	family	1122	1123	2505	4017	33100
522889	Sphaerotilus montanus	species	32	25	64	132	283
3074716	Streptomyces sp. P17	species	22	29	179	80	373
169435	Anaerotruncus colihominis	species	87	46	251	235	570
22	Shewanella	genus	6061	3736	4750	8203	21986
28050	Lachnospira	genus	4053	540	15473	4642	14568
626940	Phascolarctobacterium succinatutens	species	463	366	1604	2138	4175
885	Desulfovibrio sp.	species	2346	12539	13670	20508	33366
1257	Peptostreptococcus	genus	19	61	51	77	185
43947	Tolumonas	genus	1096	492	3231	1556	32666
713588	Kaistella chaponensis	species	864	577	1379	2327	5011
59823	Prevotella sp.	species	77	35	126	163	785
714	Aggregatibacter actinomycetemcomitans	species	17	20	114	29	98
2980555	Variovorax sp. N23	species	4	4	10	17	99
29503	Desulfomicrobium escambiense	species	456	620	1130	659	3242
768507	Cytophagales	order	674	922	1807	10048	8655
1514668	Ruminococcus sp. HUN007	species	416	10	89	373	335
1531	Enterocloster clostridioformis	species	199	69	622	201	764
3031144	Dongiaceae	family	4	5	12	58	14
477666	Bacteroides graminisolvens	species	725	173	1185	3701	39381
2045302	Ottowia massiliensis	species	13	12	56	371	349
2146	Acholeplasmataceae	family	915	539	1542	1168	2024
643674	Paenalcaligenes hominis	species	188	6	19	51	148
3133968	Ottowia sp. VDI28	species	22	27	101	108	474
1930071	Methylomusa anaerophila	species	40	112	213	168	729
118967	Anaerorhabdus furcosa	species	2	8	5	26	34
1452	Bacillus atrophaeus	species	75	197	231	332	475
349	Zoogloea	genus	1005	812	10589	2198	18180
456827	Candidatus Cloacimonas acidaminovorans	species	775	419	275	318	26764
2364793	Lachnoclostridium sp. Marseille-P6806	species	276	299	1363	51366	1834
80865	Delftia	genus	378	375	1931	2144	6369
2023866	Petrimonas sp.	species	315	251	471	1681	4935
478	Moraxella nonliquefaciens	species	60	64	261	85	268
2847777	Atribacter	genus	21	127	26	102	61
265	Paracoccus	genus	3728	21650	40850	17522	90974
185300	Paludibacter propionicigenes	species	757	309	1209	1756	83268
574697	Butyricimonas	genus	313	50	826	1434	3187
76831	Myroides	genus	34	25	59	94	335
1033	Afipia	genus	72	270	644	3291	1112
3039593	Parablautia sp. Marseille-Q6255	species	45	29	144	63	225
670	Vibrio parahaemolyticus	species	187	277	905	1351	2042
2974251	Segatella	genus	4168	1287	6572	7582	68057
3039865	Candidatus Cloacimonadaceae	family	183	889	146	124	4085
3063788	Anaeroselena agilis	species	253	749	1089	678	3870
40214	Acinetobacter johnsonii	species	1069	905	5186	6506	10993
84647	Candidatus Odyssella thessalonicensis	species	24	204	140	228	119
2022749	Sulfurimonas sp.	species	681	245	994	773	7291
909929	Selenomonadales	order	1212	1637	4052	7908	10573
80881	Simplicispira metamorpha	species	132	69	316	931	1457
909930	Acidaminococcaceae	family	1074	1520	5362	42219	18648
3131937	Hydrocurvibacter sulfurireducens	species	12	1	3	6	58
49894	Acetomicrobium	genus	21	252	85	84	385
165185	uncultured Eubacterium sp.	species	280	165	627	1934	2303
1905334	Thauera sp.	species	316	997	1129	1352	6487
191303	Turicibacter	genus	244	311	1768	745	4953
445219	Reyranella	genus	781	3419	4301	342155	9756
2268144	Nitratifractor sp.	species	11	3	2	10	29
141948	Thermomonas	genus	3617	8033	10846	132396	60757
2974253	Segatella sp.	species	1054	1965	2428	2663	7114
33025	Phascolarctobacterium faecium	species	798	643	3355	3408	5813
165179	Segatella copri	species	2694	1190	5185	5605	34401
2764712	Lentihominibacter faecis	species	140	200	739	501	1074
2569541	Desulfosediminicola flagellatus	species	14	37	48	73	246
33038	Mediterraneibacter gnavus	species	386	454	1422	606	1539
28117	Alistipes putredinis	species	1285	4171	4635	4289	12664
49181	Zoogloea sp.	species	538	486	4385	3113	8174
453120	uncultured Mitsuokella sp.	species	46	29	106	165	308
1476462	Epilithonimonas xixisoli	species	58	52	81	164	1314
20	Phenylobacterium	genus	1632	17059	12723	16950	18001
75682	Oxalobacteraceae	family	571	2351	933	3031	4723
2591381	Dysosmobacter	genus	271	45	924	587	2285
397864	Barnesiella	genus	506	133	1068	1103	10594
3071705	Polaromonas sp. CG_9.5	species	114	129	144	395	1103
1647	Erysipelothrix	genus	1413	145	348	5041	2511
2528593	Zhaonella formicivorans	species	6	39	33	64	103
59620	uncultured Clostridium sp.	species	1363	1880	3167	4744	5049
820	Bacteroides uniformis	species	177	94	593	411	1905
90243	Oligella	genus	700	287	332	559	1642
479	Moraxella sp.	species	650	79	4141	282	49
343013	Paenacidovorax caeni	species	750	332	3489	3349	4306
48461	Verrucomicrobiales	order	162	3381	1117	7310	3610
180441	Flavobacterium limicola	species	4	2	2	11	71
1458463	Butyrivibrio sp. AE2032	species	766	29	327	4170	3777
1736	Eubacterium limosum	species	121	54	137	168	554
414999	Opitutia	class	164	584	390	4867	4135
133925	Olsenella	genus	37	122	582	159	337
100886	Catenibacterium mitsuokai	species	126	89	228	228	686
2642922	unclassified Propioniciclava	no rank	217	277	521	9048	1074
2623750	unclassified Neisseria	no rank	241	332	2975	491	964
2910989	unclassified Solidesulfovibrio	no rank	30	90	113	52	368
2021234	Ahniella affigens	species	18	29	42	348	104
167645	Propionivibrio limicola	species	107	140	273	368	3888
80867	Paracidovorax avenae	species	21	32	154	345	559
1682113	Mycobacterium adipatum	species	15	38	78	204	137
538	Eikenella	genus	104	196	874	266	1019
2171986	Candidatus Saccharimonadaceae	family	212	385	561	2249	1579
138118	Quatrionicoccus australiensis	species	41	38	140	265	1356
221280	Candidatus Competibacter phosphatis	species	571	577	973	185834	2441
2576037	Arcobacter arenosus	species	44	19	46	30	386
3076075	Sporomusa carbonis	species	68	130	264	170	492
2025608	Sulfuricurvum sp.	species	683	247	620	367	5372
255526	Halothiobacillaceae	family	13	16	401	13	77
10	Cellvibrio	genus	213	105	302	618	4394
2892396	Vescimonas	genus	1823	1391	8761	10544	14232
337004	Microcella	genus	16	428	55	237	274
638847	Pyramidobacter	genus	187	154	562	779	5175
204456	Gemmobacter	genus	125	617	952	1623	2184
830	Butyrivibrio	genus	537	1370	2456	7814	3661
2029677	Tenacibaculum insulae	species	1	1	0	2	8
2992132	Romeriopsis navalis	species	2	5	0	55	6
508460	Cloacibacillus evryensis	species	205	355	835	5111	2205
444	Legionellaceae	family	117	334	1653	2120	780
194	Campylobacter	genus	563	303	737	489	3285
56698	Sulfurospirillum arsenophilum	species	26	4	34	16	634
1348508	Roseimicrobium	genus	26	278	128	631	179
2763016	Anaerofilum hominis	species	227	154	1145	3004	2046
46913	Devosia	genus	164	840	973	4293	2433
1812935	Enterobacter roggenkampii	species	67	53	312	128	451
758826	Acidovorax radicis	species	53	31	112	405	1337
475964	Caldilineaceae	family	155	177	442	16366	395
1735	Holdemanella biformis	species	646	1225	1729	2043	3614
119060	Burkholderiaceae	family	2248	1715	6421	9253	22611
264637	Paracholeplasma morum	species	95	59	180	102	201
395331	Methanoregula	genus	36	42	84	146	153
2978000	Zwartia	genus	31	21	65	14560	84
95818	Candidatus Saccharimonadota	phylum	1606	2531	4133	18378	12749
2636184	unclassified Thiothrix	no rank	225	15	177	222	73
47678	Bacteroides caccae	species	151	55	368	264	1333
508459	Cloacibacillus	genus	661	976	2481	17921	6569
2938122	Prevotella sp. E13-27	species	3	5	5	47	95
118882	Brucellaceae	family	105	331	662	700	1268
137545	Serratia quinivorans	species	79	142	546	224	1485
1470540	Jeotgalibaca	genus	222	16	51	551	831
2968490	Paenimyroides aestuarii	species	17	7	49	31	117
3408580	Anoxybacterium hadale	species	225	80	241	274	2598
225991	Comamonas aquatica	species	348	305	1312	4049	6042
52692	Acetobacterium malicum	species	89	98	244	306	2041
2819286	Luteolibacter sp. LG18	species	13	236	26	362	145
2109915	Simplicispira suum	species	100	61	261	760	787
2004710	Cloacibacterium caeni	species	1532	974	7175	2190	11843
203470	Tepidiphilus	genus	424	536	303	303	1769
2995413	Neisseria leonii	species	86	180	727	107	385
3122950	Bacillus sp. AP50	species	555	725	3533	1436	9020
156973	Dysgonomonas	genus	1733	1278	7241	4943	45407
32012	Thiomonas	genus	583	764	4814	358	20752
1125	Microcystis	genus	17	40	43	289	101
3016339	Flavobacterium lacustre	species	20	17	84	26	174
2801997	Prevotella herbatica	species	188	55	176	772	1929
73030	Dechloromonas agitata	species	152	150	806	404	5802
301302	Roseburia faecis	species	187	110	3054	533	1642
3118655	Filifactoraceae	family	773	566	1670	600	11664
125216	Roseomonas	genus	118	655	1261	2023	1840
1769758	Variovorax humicola	species	3	1	11	31	34
238749	Diaphorobacter	genus	1315	1058	7214	3191	21331
2137577	Ellagibacter	genus	64	94	226	826	873
2975441	Sphaerotilaceae	family	304	362	1187	3280	2806
1236046	Mesotoga infera	species	18	9	11	37	53
2305248	Candidatus Macondimonas diazotrophica	species	1465	129	167	1819	416
2820270	Candidatus Kaistella beijingensis	species	147	253	758	528	3163
3073565	Hominilimicola	genus	1064	1020	5537	4744	9199
317	Pseudomonas syringae	species	15	48	88	135	203
146937	Azospira	genus	83	76	116	323	2442
39029	Megasphaera cerevisiae	species	186	290	1156	715	1234
83763	Succinivibrionaceae	family	75	25	120	1247	1106
913107	Pelolinea submarina	species	197	2172	813	241	578
1496	Clostridioides difficile	species	325	362	1388	786	2850
59734	Empedobacter	genus	604	144	8098	3789	4584
41949	Candidatus Neomicrothrix	genus	214	123	216	2636	815
68336	Bacteroidota/Chlorobiota group	clade	1822	2118	5358	18100	51388
2601089	Acinetobacter sp. YH12100	species	1	0	0	5	21
1905344	Ruthenibacterium	genus	1697	1484	4796	4027	13141
407188	Pelobacter seleniigenes	species	11	31	34	45	174
51671	Microbacterium sp.	species	103	373	687	2096	2066
2691889	unclassified Schaalia	no rank	664	1294	3565	11542	30113
865	Pectinatus frisingensis	species	515	365	2343	1737	2275
2631404	unclassified Tardiphaga	no rank	2	4	10	57	26
1737406	Tissierellaceae	family	107	39	114	95	433
213422	Geobacteraceae	family	699	913	812	2011	3028
2956972	Mesorhizobium sp. M0618	species	4	9	32	6	13
1871047	Chryseobacterium sp.	species	159	103	804	499	1452
116071	Micropruina	genus	274	766	1816	1108	4369
861445	Psychrobacter sanguinis	species	490	1611	767	29234	503
83770	Succinivibrio	genus	268	103	358	3580	2729
201174	Actinomycetota	phylum	1827	4978	7138	213826	21437
363952	Comamonas thiooxydans	species	215	204	1171	1275	3872
2756130	Paracoccus sp. S1E-3	species	89	492	860	897	5031
246875	Algoriphagus	genus	371	69	188	790	819
203557	Verrucomicrobiaceae	family	510	9922	2373	35612	7509
1853230	Crocinitomicaceae	family	36	27	184	1203	786
1150298	Fusicatenibacter saccharivorans	species	304	144	1045	306	1038
198	Campylobacter hyointestinalis	species	46	29	63	44	225
1730	Eubacterium	genus	1560	1216	2973	13064	10187
28890	Methanobacteriota	phylum	111	1721	344	761	820
79681	Tissierella creatinophila	species	119	21	69	127	605
2608935	unclassified Enterobacter	no rank	5	6	48	37	101
3058603	Imbroritus primus	species	18	21	52	119	345
506	Alcaligenaceae	family	1957	1685	3190	149707	11875
3438825	Candidatus Avoscillospira sp. LCP25S3_F1	species	55	33	148	550	650
2895947	Flavobacterium cyclinae	species	128	50	230	155	496
2008794	Zoogloeaceae	family	886	1724	3876	3782	22159
28118	Odoribacter splanchnicus	species	167	86	523	278	1985
1463158	Thermomonas carbonis	species	115	177	145	2949	1590
1912876	Arcobacter lacus	species	97	3	20	63	219
2611147	unclassified Sphingobium	no rank	24	139	91	358	307
1940256	Allofournierella sp.	species	74	60	134	337	556
85015	Nocardioidaceae	family	155	573	2920	7126	2107
82801	Desemzia incerta	species	12	5	3	42	99
2634177	unclassified Fibrobacter	no rank	17	30	41	518	2218
2020868	Litorivivens sp.	species	2	2	17	61	23
3378781	Gallibacter sp. Marseille-QA0791	species	72	110	242	178	412
162027	Haliangium	genus	68	33	168	878	86
2754694	Chryseobacterium manosquense	species	272	363	1406	367	1213
561	Escherichia	genus	95	118	251	379	1015
2815806	Waltera sp.	species	312	215	665	393	1207
143067	Methanotrichaceae	family	356	6018	890	582	555
3046382	Aristaeella hokkaidonensis	species	73	55	227	763	1049
80811	Cystobacterineae	suborder	70	202	163	2390	572
280093	Flavobacterium granuli	species	15	3	21	48	222
1737405	Tissierellales	order	232	77	158	247	1360
1383030	Pseudoxanthomonas gei	species	38	115	36	291	1391
2645081	unclassified Ottowia	no rank	212	784	1693	6771	11771
1347386	Anaerosalibacter	genus	2	1	5	7	9
2837462	Pontiella sp.	species	38	780	118	1193	310
1338420	Denitratimonas tolerans	species	55	78	139	8094	767
35829	Acetivibrio	genus	27	40	33	97	241
476	Moraxella bovis	species	57	29	322	58	71
307628	Petrimonas	genus	796	632	1603	2443	9239
349096	Pectinatus haikarae	species	143	202	520	383	751
2223	Methanothrix soehngenii	species	251	1732	693	7784	981
1267423	Roseivirga pacifica	species	4	7	4	25	49
1628153	Carboxylicivirga	genus	77	82	201	450	9703
2743575	Acinetobacter sp. NEB 394	species	34	20	666	153	331
418702	Azonexus hydrophilus	species	858	425	665	4105	9202
153026	Desulforegula conservatrix	species	229	111	255	777	11472
233191	Caldilinea	genus	280	305	332	21879	461
69392	Stenotrophomonas sp.	species	154	605	1505	831	1419
437897	Megamonas funiformis	species	520	590	944	1791	1981
77022	Cylindrospermopsis raciborskii	species	2	5	10	40	23
869814	Desulfobulbus alkaliphilus	species	147	859	473	599	1556
1310416	Ferruginibacter yonginensis	species	12	6	20	82	116
1969733	Geothermobacter hydrogeniphilus	species	10	27	21	55	59
2640670	unclassified Phenylobacterium	no rank	525	8606	3448	4574	9527
1872635	Arenimonas sp.	species	363	452	1347	491	1638
2528008	Rohdeia mirabilis	species	1	22	7	81	30
2049916	Rurimicrobium arvi	species	25	18	21	302	130
1146845	Dongia	genus	194	75	233	2499	374
1930593	Candidatus Velamenicoccus archaeovorus	species	34	886	53	224	176
48463	Prosthecobacter	genus	153	876	660	13489	1357
119977	Acidithiobacillus	genus	100	70	319	600	976
2629088	unclassified Luteimonas	no rank	19	57	71	1168	352
2892404	Vescimonas sp.	species	325	197	1173	2034	2450
83614	Luteimonas	genus	344	769	1366	6062	8933
553814	Acidovorax carolinensis	species	132	177	353	2932	5376
1971762	Holdemanella sp.	species	186	307	557	761	1233
2293560	Caldilinea sp.	species	216	339	254	15569	467
2903961	Blautia sp. XA-2221	species	3	7	20	9	9
706186	Flavobacterium dankookense	species	36	83	220	65	302
2853163	Comamonas sp. NLF-1-9	species	17	16	77	336	345
69657	Hyphomonadaceae	family	31	26	57	192	128
1870990	Paenibacillus bouchesdurhonensis	species	87	131	637	752	1277
2802295	Nitratidesulfovibrio	genus	144	575	523	447	2925
40520	Blautia obeum	species	441	524	1594	621	1773
2890409	Candidatus Nitrotoga sp. M5	species	2	3	6	93	37
3031651	Desulfuromonadia	class	592	724	705	1314	3718
1506599	uncultured Agitococcus sp.	species	95	124	226	14034	674
1468449	Holdemania massiliensis	species	71	51	290	283	433
2005520	Dysgonomonadaceae	family	944	2958	1412	7054	20815
578943	Dongia mobilis	species	4	6	7	31	10
2981768	Anthropogastromicrobium aceti	species	348	20	743	200	823
252965	Mahella	genus	6	23	9	11	37
3085642	Butyricicoccaceae	family	430	154	1688	2307	4544
2053492	Accumulibacter sp.	species	606	753	1550	16616	10481
1384487	Formosimonas limnophila	species	251	180	647	428	2267
358687	Epilithonimonas hispanica	species	78	43	404	191	501
73029	Dechloromonas	genus	196	188	894	804	8357
1937960	Lewinellaceae	family	16	15	92	635	93
1358	Lactococcus lactis	species	180	92	481	323	3233
1905347	uncultured Ruthenibacterium sp.	species	17	20	57	69	197
292734	Psychrobacter namhaensis	species	2	4	17	202	310
84107	Coriobacteriaceae	family	840	1736	4214	2167	9296
2970914	Herbiconiux daphne	species	120	52	611	117	530
3053517	Variovorax sp. J22R193	species	2	2	8	21	48
2629782	unclassified Oribacterium	no rank	48	42	158	531	677
3025755	Thomasclavelia	genus	1100	1334	4894	1316	3870
46255	Weissella	genus	108	160	338	176	556
180344	Vagococcus elongatus	species	650	5	16	230	122
188913	Cetobacterium somerae	species	645	3418	2961	2346	3845
158751	uncultured Acidovorax sp.	species	462	317	1854	1396	7533
649756	Anaerostipes hadrus	species	1191	438	2359	2599	3008
41273	Tissierella	genus	306	42	128	175	1238
1627895	Hypnocyclicus thermotrophus	species	393	61	159	665	7182
2233533	Flavobacterium tibetense	species	28	29	115	81	279
666964	Azoarcus taiwanensis	species	6	11	20	58	182
1793966	Pseudomonas fluvialis	species	782	486	1147	2899	12702
1946554	Flavobacterium sp. UBA6195	species	182	198	1340	161	1006
