	ALB.17_ERR1713331_db11.ganon_report.tre	AUS.18_ERR1713332_db11.ganon_report.tre	AUS.18a_ERR1713333_db11.ganon_report.tre	AUT.70_ERR1713334_db11.ganon_report.tre	BGR.66_ERR1713335_db11.ganon_report.tre	BRA.53_ERR1713336_db11.ganon_report.tre	BRA.53a_ERR1713337_db11.ganon_report.tre	BWA.19_ERR1713338_db11.ganon_report.tre	CAN.22_ERR1713339_db11.ganon_report.tre	CAN.22a_ERR1713340_db11.ganon_report.tre	CAN.22b_ERR1713341_db11.ganon_report.tre	CAN.22c_ERR1713342_db11.ganon_report.tre	CHE.67_ERR1713343_db11.ganon_report.tre	CHN.64_ERR1713344_db11.ganon_report.tre	CIV.13_ERR1713345_db11.ganon_report.tre	COL.2_ERR1713346_db11.ganon_report.tre	CZE.23_ERR1713347_db11.ganon_report.tre	DEU.27_ERR1713348_db11.ganon_report.tre	DNK.71_RA_ERR1713349_db11.ganon_report.tre	DNK.71_RD_ERR1713350_db11.ganon_report.tre	DNK.71_RL_ERR1713351_db11.ganon_report.tre	ECU.14_ERR1713352_db11.ganon_report.tre	ECU.14a_ERR1713353_db11.ganon_report.tre	ESP.75_ERR1713354_db11.ganon_report.tre	ETH.24_ERR1713355_db11.ganon_report.tre	FIN.25_ERR1713356_db11.ganon_report.tre	GEO.59_ERR1713357_db11.ganon_report.tre	GHA.4_ERR1713358_db11.ganon_report.tre	HRV.68_ERR1713360_db11.ganon_report.tre	HUN.61_ERR1713361_db11.ganon_report.tre	IND.11_ERR1713362_db11.ganon_report.tre	IRL.69_ERR1713363_db11.ganon_report.tre	IRN.12_ERR1713364_db11.ganon_report.tre	ISL.28_ERR1713365_db11.ganon_report.tre	ISR.29_ERR1713366_db11.ganon_report.tre	ITA.30_ERR1713367_db11.ganon_report.tre	KAZ.6_ERR1713368_db11.ganon_report.tre	KEN.72_ERR1713369_db11.ganon_report.tre	KHM.21_ERR1713370_db11.ganon_report.tre	LKA.40_ERR1713371_db11.ganon_report.tre	LUX.32_ERR1713372_db11.ganon_report.tre	LVA.31_ERR1713373_db11.ganon_report.tre	MDA.65_ERR1713374_db11.ganon_report.tre	MKD.62_ERR1713375_db11.ganon_report.tre	MLT.63_ERR1713376_db11.ganon_report.tre	MYS.54_ERR1713377_db11.ganon_report.tre	NGA.50_ERR1713378_db11.ganon_report.tre	NLD.43_ERR1713379_db11.ganon_report.tre	NOR.34_ERR1713380_db11.ganon_report.tre	NPL.33_ERR1713381_db11.ganon_report.tre	NZL.56_ERR1713382_db11.ganon_report.tre	PAK.7_ERR1713384_db11.ganon_report.tre	PER.35_ERR1713385_db11.ganon_report.tre	POL.36_ERR1713383_db11.ganon_report.tre	SEN.8_ERR1713386_db11.ganon_report.tre	SGP.52_ERR1713387_db11.ganon_report.tre	SRB.37_ERR1713388_db11.ganon_report.tre	SVK.9_ERR1713389_db11.ganon_report.tre	SVN.38_ERR1713390_db11.ganon_report.tre	SWE.41_ERR1713391_db11.ganon_report.tre	SWE.41a_ERR1713392_db11.ganon_report.tre	TCD.1_ERR1713393_db11.ganon_report.tre	TGO.44_ERR1713394_db11.ganon_report.tre	TUR.46_ERR1713395_db11.ganon_report.tre	TZA.15_ERR1713396_db11.ganon_report.tre	USA.74_ERR1713397_db11.ganon_report.tre	USA.74a_ERR1713398_db11.ganon_report.tre	USA.74b_ERR1713399_db11.ganon_report.tre	USA.74c_ERR1713400_db11.ganon_report.tre	USA.74d_ERR1713401_db11.ganon_report.tre	USA.74e_ERR1713402_db11.ganon_report.tre	USA.74f_ERR1713403_db11.ganon_report.tre	USA.74g_ERR1713404_db11.ganon_report.tre	USA.74h_ERR1713405_db11.ganon_report.tre	USA.74i_ERR1713406_db11.ganon_report.tre	VNM.48_ERR1713407_db11.ganon_report.tre	XK.60_ERR1713408_db11.ganon_report.tre	ZAF.39_ERR1713409_db11.ganon_report.tre	ZMB.49_ERR1713410_db11.ganon_report.tre	ZMB.49b_ERR1713411_db11.ganon_report.tre
Rhodopseudomonas	36	58	26	50	49	48	106	55	22	4	32	169	28	57	381	27	30	36	75	54	22	48	118	44	35	46	2	71	21	3	29	123	161	20	8	36	25	156	1175	18	111	14	29	12	13	31	96	1	36	203	51	30	20	102	40	19	42	80	52	68	54	0	6	12	92	111	92	19	56	104	43	110	4	126	260	17	42	55	71	26
Mycolicibacter	14	11	1	3	2	18	19	167	0	0	2	253	3	56	85	14	12	8	4	7	4	6	92	8	56	17	4	180	2	1	20	1	3	0	6	14	48	43	114	2	10	5	0	2	3	6	449	1	3	80	3	144	65	43	276	25	6	10	6	34	8	0	3	0	27	62	8	2	40	9	30	15	7	21	14	21	0	32	26	36
Halobellus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halorientalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Halolamina	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salarchaeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tunicatimonas	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Telmatobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Dependoparvovirus	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Methanomassiliicoccus	0	0	0	1	0	0	5	0	0	0	0	9	0	3	0	1	0	0	2	27	8	0	0	6	0	0	0	0	0	0	2	13	0	2	0	0	0	0	0	0	7	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	6	0	1	1	80	1	1	2	87	1	1	0	0	0	0
Rhodospirillum	0	2	0	0	0	0	3	2	0	0	0	0	0	11	0	0	1	0	0	3	2	0	4	1	1	2	0	0	0	0	0	0	1	0	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	2	1	0	1	0	0	7	0	0	1	1	1	0	0	0	1	4	1	0	0	0
Candidatus Schneideria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonsdalea	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0	1	0	5	1	0	0	0	1	0	0	0	0	0	1	1	0	52	1	0	0	0	2	1	0	0	5	0	1	0	0	0	1	5	0	0	0	0	0	0	5	1	3	0	1	2	1	0	1	0	0	0	0	0	1	3	2	0
Pelagibacterium	24	10	3	19	9	21	3	14	1	2	4	28	2	14	8	3	13	9	20	43	23	16	26	1	14	11	0	7	14	3	10	23	4	4	2	47	15	8	16	3	35	10	16	6	10	5	8	2	3	25	35	23	22	18	17	9	24	16	30	48	20	1	15	9	2	61	4	4	8	2	14	6	1	12	38	11	35	13	11	4
Pseudobacillus	16	1	23	36	2	5	1	11	1	1	24	38	7	1	7	5	42	29	35	50	36	2	3	13	19	26	0	3	20	13	6	10	9	1	1	7	11	8	3	1	152	6	16	21	7	9	5	7	4	167	4	12	7	68	4	14	39	15	855	42	32	1	10	8	5	6	4	6	68	36	30	5	6	49	29	3	122	33	11	2
Propioniciclava	885	973	462	3342	496	3029	2456	1813	157	129	1004	1995	683	4697	31670	3357	1450	1971	3860	8099	3257	416	4208	441	10484	3265	212	70385	1060	760	2985	698	2342	427	136	1698	3268	8421	2210	1535	2344	4118	3295	962	269	3072	5259	71	508	25704	483	26758	4165	3198	7083	2750	3916	1833	3302	10565	2209	57	363	77	11658	1685	710	822	2218	1488	1032	574	359	2762	15982	522	3166	3204	2687	564
Inovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	6	0	0	0	0	0	1	1	0	0
Chlorobium	4	53	18	1	0	0	0	0	0	0	1	1	3	4	4	10	1	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	10	0	0	14	1	1	9	0	0	0	0	0	0	0	0	1	0	0	5	2	0	0	1	0	0	24	1	1	0	0	19	0	0	0	0	34	0	0	0	0	0	3	1	0	1	6	25	0
Desulfotalea	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	2	1	1	0	0	0	0	10	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	2	0	0	0	0	0	2	5	0	2	0	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	1	0
Halothiobacillus	28	5	6	11	89	8	11	18	1	2	25	33	15	30	16	8	25	17	232	203	81	20	27	21	23	31	30	5	45	2	12	29	15	75	2	122	30	27	11	7	238	12	13	20	74	6	9	2	163	12	15	1122	28	10	27	39	24	78	11	50	61	0	7	23	143	31	12	17	53	46	37	3	5	100	19	24	28	13	50	48
Bisgaardia	0	0	0	0	0	0	0	39	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0
Pelodictyon	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Paenalcaligenes	44	19	52	87	24	58	20	101	5	2	22	39	14	72	112	153	59	47	64	77	69	23	8	54	999	110	18	24	32	4	53	70	49	4	17	9	29	928	78	21	105	83	47	44	9975	18	17	1	4	967	29	465	3018	40	648	45	32	83	139	43	49	2	42	18	568	59	30	34	395	358	153	35	1694	1056	85	16	35	183	498	119
Prosthecochloris	15	4	7	0	2	21	7	54	5	0	9	11	1	9	21	3	2	13	6	9	8	6	10	16	29	7	1	7	4	3	2	3	9	0	2	7	10	16	17	1	12	2	4	7	71	4	11	2	1	4	1	12	38	12	22	11	4	3	4	13	4	0	32	1	8	12	4	2	104	10	67	29	7	136	18	1	7	25	19	11
Teseptimavirus	2	0	0	0	3	0	1	5	0	0	1	0	0	1	3	3	0	0	1	2	3	0	74	0	0	0	1	0	2	0	0	1	3	0	0	2	3	2	21	0	3	0	2	4	0	1	0	0	0	14	0	13	41	0	3	0	6	2	0	2	0	0	0	0	5	0	0	0	2	0	0	1	1	0	0	0	0	0	3	6
Chloroflexus	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	99	37	23	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	113	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Leifsonia	1	3	0	5	0	5	1	5	0	1	3	34	0	2	0	3	4	4	1	5	0	0	1	3	2	7	1	1	2	0	3	10	0	1	3	5	9	3	16	1	16	4	6	0	0	0	3	1	1	8	13	6	0	24	2	1	3	3	7	14	8	0	10	4	1	13	8	1	13	13	325	11	1	12	8	0	5	6	2	0
Agreia	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	3	0	0	0	0	6	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	7	0	0	0	0	1	0	0	0	0	0
Porphyrobacter	42	25	4	26	33	40	82	48	10	3	37	32	19	265	112	5	39	40	111	56	35	21	30	21	36	28	4	52	9	7	104	33	40	22	3	69	69	57	290	15	74	30	46	41	85	47	101	5	10	70	16	166	65	39	127	91	88	32	29	69	24	0	757	4	46	101	19	42	45	13	48	43	10	93	124	35	103	44	63	74
Alishewanella	69	5	3	17	13	95	10	5	4	3	16	22	2	18	64	7	37	12	39	69	51	66	20	15	52	33	3	2	23	7	80	45	28	5	3	31	18	69	1	13	256	14	22	13	133	7	15	5	14	37	9	45	352	17	23	16	18	32	53	54	24	2	131	34	142	27	1	0	107	50	46	9	8	78	50	740	80	32	44	30
Piscinibacter	5	5	0	7	9	0	15	0	0	0	0	4	28	167	5	0	4	1	24	17	11	4	2	5	2	12	10	11	19	1	3	9	3	17	0	64	5	4	0	0	28	1	1	6	1	3	4	5	79	1	3	11	4	5	1	2	10	12	2	11	8	0	0	7	8	57	7	51	3	4	1	0	0	18	10	4	6	2	7	4
Allomuricauda	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0	0	0	1	5	0	0	2	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tolypothrix	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0	0	1	4	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Defluviicoccus	12	54	17	26	20	39	29	49	2	3	6	149	22	178	13	12	25	16	5	7	10	33	23	9	20	55	0	3	13	4	29	5	7	4	2	34	9	26	26	10	49	12	6	9	5	79	44	9	5	32	34	28	16	32	23	164	11	26	22	38	21	0	7	4	6	673	87	46	72	41	29	36	4	23	66	110	6	47	30	26
Ignatzschineria	0	1	2	8	0	4	5	15	0	0	0	0	0	9	8	1	2	0	0	6	2	1	5	0	1	0	0	7	1	0	17	1	1	0	0	5	2	23	6	2	15	1	1	0	45	3	1	0	0	2	1	12	22	1	36	2	0	2	9	1	1	0	8	0	47	2	2	0	13	6	1	0	2	16	3	46	4	15	20	6
Zobellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorogloeopsis	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stakelama	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	41	2	2	0	1	0	0	0	0	0	0	0	2	4	2	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	3	0	1	12	1	0	0	2	3	0	0	0	0	1	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0
Microcystis	2	0	0	1	0	0	12	0	0	0	0	1	0	95	0	470	1	0	0	2	1	0	2	0	1	0	0	0	0	0	4	0	1	0	0	2	1	2	9	0	3	0	0	0	0	1	0	12	0	0	0	12	0	7	1	1	1	0	1	0	1	0	0	1	2	2	0	1	1	3	0	0	0	1	1	4	1	5	3	0
Synechococcus	587	0	0	0	0	155	1	3	0	0	0	2	0	6	6	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	1	2	0	0	0	0	0	0	7	1	0	1	1	0	0	0	1	0	1	2	6	2	2	1	1	0	0	0	1	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	5	1	1	0	2
Kyrpidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Neochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0
Gemmata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0
Pseudoramibacter	0	0	0	2	1	0	0	0	0	0	4	1	0	0	3	2	0	1	0	2	1	0	1	0	0	0	0	1	0	0	3	1	1	0	0	0	1	6	8	0	0	0	0	0	0	0	1	0	0	9	0	1	10	6	1	0	1	1	2	6	3	0	2	0	6	8	0	0	5	1	1	0	1	5	1	0	1	4	2	1
Melioribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechocystis	0	0	0	0	0	0	3	1	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	10	0	0	1	0	1	21	0	5	1	0	0	0	0	3	0	0	24	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Tepidimonas	201	112	49	416	198	92	96	169	34	23	481	6341	108	168	185	51	372	268	864	1134	876	70	124	97	5189	291	14	56	309	39	178	372	219	4526	18	1436	4620	875	115	64	1760	227	264	188	642	363	208	22	255	73	125	353	88	269	115	410	321	445	1231	539	385	4	178	91	281	388	80	237	273	298	141	41	47	479	283	139	320	201	336	211
Bauldia	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkaliphilus	8	4	8	44	3	1	5	1	12	6	73	149	17	5	7	5	53	56	113	105	48	3	7	27	10	45	2	23	68	5	5	51	2	2	16	15	22	19	5	2	63	20	19	32	7	3	6	4	5	37	49	44	36	107	8	2	108	29	316	53	14	1	594	6	24	1	3	1	6	7	6	4	9	171	26	2	251	3	2	0
Paralcaligenes	1	3	2	8	5	0	1	2	3	3	7	17	4	1	1	2	12	11	3	1	1	1	0	5	2	32	0	0	0	0	0	8	1	4	0	1	1	3	0	0	17	4	0	0	2	0	3	0	4	10	19	4	2	3	1	0	7	5	3	14	18	0	28	9	0	5	6	2	0	25	2	0	0	66	29	2	0	0	1	0
Pseudanabaena	7	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	18	0	1	0	0	0
Proteiniclasticum	132	37	37	48	91	59	1501	133	37	26	184	324	33	927	3643	1655	189	113	648	538	237	31	1042	145	348	917	11	1973	197	119	604	21	84	30	21	244	453	2733	6249	61	143	319	349	212	320	68	1846	72	50	2353	31	1599	116	1773	1571	122	169	315	516	1377	132	20	15149	98	421	325	122	164	340	139	191	93	85	909	252	367	133	76	118	74
Moorena	0	0	0	0	0	0	3	0	0	0	0	4	0	1	1	0	4	1	0	2	0	0	1	0	2	0	0	4	1	0	0	0	0	0	0	4	4	2	0	2	0	0	0	0	0	3	3	5	0	3	0	1	0	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	5	1	1	1	0	1	8
Methylovirgula	0	3	0	0	0	1	1	1	0	0	0	1	0	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	3	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	1	5	0	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichlorobacter	15	4	0	9	6	7	11789	23	5	0	2	7	3	363	27	29	3	3	5	12	13	3	235	20	15	3	6	21	8	1	290	17	14	5	1	12	22	44	642	5	21	1	12	4	5	22	11	8	2	4	14	271	8	5	14	18	0	6	7	9	12	0	39	3	29	24	5	12	83	13	20	9	33	112	29	54	15	3	53	158
Bombiscardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micropruina	1739	840	630	7006	1932	3896	2751	3222	389	164	1803	3452	756	7645	3645	717	3227	2870	3721	6543	2534	654	6568	727	3838	2433	115	292	2500	399	2080	245	920	326	211	1780	2247	4427	1369	1465	4957	2482	2334	1895	492	9541	6438	73	857	1461	396	6069	2746	4472	1764	2302	8361	3119	3889	2368	2359	15	77	80	1767	6219	1652	1096	3179	1637	2999	1300	402	3798	1549	590	2064	5550	3229	1639
Auritidibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helcobacillus	3	3	2	7	1	0	8	0	0	0	1	4	0	0	28	1	2	1	3	16	3	0	0	1	7	3	0	12	3	0	3	4	1	2	0	1	1	9	0	0	2	0	0	1	0	0	5	0	1	60	0	10	14	4	14	0	0	0	4	1	1	0	4	0	2	3	0	0	0	1	1	0	0	0	1	1	6	3	6	2
Murdochiella	13	2	4	33	6	15	4	11	3	0	24	18	8	4	5	15	11	13	22	41	24	2	18	8	24	12	0	2	9	4	17	18	40	5	5	16	16	14	10	4	45	11	13	26	5	10	9	0	12	69	4	41	76	18	17	4	41	10	82	29	20	0	14	0	24	23	56	6	40	29	19	4	4	45	12	0	76	36	10	5
Anabaena	13	3	0	1	3	27	5	1	0	0	7	5	0	4	2	0	2	1	2	0	0	2	5	6	9	0	0	0	0	2	2	0	3	0	0	21	19	2	0	0	9	0	5	7	0	6	1	0	0	1	3	3	2	4	1	5	36	4	6	2	0	0	0	2	0	9	3	9	19	0	13	3	4	17	15	1	9	1	2	1
Lentivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoanaerobaculum	10	3	1	6	1	8	2	12	0	2	2	4	0	6	13	5	1	3	4	14	7	2	25	1	20	7	0	1	2	0	13	6	5	1	1	2	37	29	8	1	8	4	7	12	4	6	47	1	7	70	1	27	41	7	15	2	12	2	9	21	5	0	5	0	17	10	5	0	25	11	16	2	2	13	5	1	37	15	16	12
Imtechella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
Catenovulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1
Candidatus Lariskella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella	82	37	80	76	32	31	40	17	11	9	127	96	24	105	537	58	53	43	90	174	116	9	145	23	350	126	4	18	50	8	145	38	34	27	13	40	136	386	416	73	108	51	53	73	21	68	133	2	50	1907	12	1052	141	319	217	26	111	36	567	266	60	1	655	3	351	38	16	16	143	209	124	23	22	160	69	89	161	204	90	29
Nostoc	0	0	1	0	0	0	7	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	2	0	1	0	1	1	1	0	0	1	2	2	0	0	1	0	1	0	2	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	2	0	1	0	2	1	11	0	0	0	0	0	0	0	1	0	0	0	0	0
Candidatus Profftia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denitrovibrio	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
