taxonomy_id	name	rank	NLD.43_ERR1713379_db6.diamond	MYS.54_ERR1713377_db6.diamond	NGA.50_ERR1713378_db6.diamond	POL.36_ERR1713383_db6.diamond	PER.35_ERR1713385_db6.diamond	NOR.34_ERR1713380_db6.diamond	NPL.33_ERR1713381_db6.diamond	PAK.7_ERR1713384_db6.diamond	SEN.8_ERR1713386_db6.diamond	NZL.56_ERR1713382_db6.diamond
2567896	Polyangium aurulentum	species	291	27	83	62	20	174	39	71	33	22
872	Desulfovibrio	genus	2137	33995	30205	48383	60875	6638	8337	311579	177227	8999
93172	Candidatus Entotheonella palauensis	species	176	102	385	193	37	78	113	1130	79	37
2862869	Horticoccus luteus	species	546	29	199	109	84	47	54	254	57	25
2653714	Rectinema subterraneum	species	10037	176	441	10532	74	95	161	1119	138	118
76008	Fusibacter	genus	353	201	314	966	162	608	429	2422	125	432
86180	Malikia spinosa	species	74	178	326	157	282	432	105	404	179	175
2929485	Desulfatitalea alkaliphila	species	487	23	823	72	33	11	71	340	77	16
75309	Rhodanobacter	genus	138	126	385	182	441	820	328	533	172	1113
76890	Asticcacaulis	genus	51	34	57	97	44	285	88	112	33	513
2483366	Sedimentisphaerales	order	490	24	534	279	43	9	66	611	58	20
330214	Nitrospira defluvii	species	575	54	104	44	15	4846	48	120	14	99
203557	Verrucomicrobiaceae	family	6471	1784	19905	8104	2523	4616	3519	16137	1956	2042
3031852	Epsilonproteobacteria	class	3134	1861	1376	5220	6901	11269	7405	16150	2136	1519
90426	Methanothrix sp.	species	3059	251	18606	6075	424	152	5283	3894	7056	131
213465	Syntrophobacteraceae	family	376	138	1884	255	46	25	117	1114	164	38
42256	Rubrobacter radiotolerans	species	6	4	15	7	7	2	22	25	5	3
76113	Thauera terpenica	species	616	205	1155	4144	1628	2198	2747	5244	630	2495
1946559	Flavobacterium sp. UBA7680	species	96	3	10	21	12	88	12	2	0	177
13	Dictyoglomus	genus	75	8	103	123	15	11	35	172	12	4
1986204	Candidatus Brevifilum fermentans	species	4619	215	7941	5388	295	243	9540	2225	1024	213
2630143	unclassified Methylophilus	no rank	8	11	9	7	14	1088	11	15	5	15
28214	Sphingomonas sp.	species	223	307	423	469	303	826	491	641	233	615
3436058	Pseudolactococcus	genus	1928	2770	2773	34533	3291	188315	111914	2685	2248	31113
2024979	Bacteriovoracales	order	961	601	768	637	2958	1231	1440	2100	542	405
85025	Nocardiaceae	family	95	310	1234	757	247	183	3118	677	515	375
1350	Enterococcus	genus	767	2078	5161	50450	10473	5969	208935	7963	6697	4612
682522	Ilumatobacter	genus	1704	65	164	3154	123	261	1553	827	130	294
1840214	Lentimicrobium	genus	2946	548	764	5288	194	1055	503	2535	384	1663
2619054	unclassified Candidatus Accumulibacter	no rank	3133	116	85	571	64	127	21	321	67	71
2750657	Pontiella	genus	635	523	7313	1916	521	117	918	8471	893	153
53	Nannocystis	genus	3766	181	619	408	158	443	312	728	962	285
22	Shewanella	genus	6862	5531	7021	1429	10846	660	1528	1201	3962	17231
3095368	Gracilibacillus pellucidus	species	1	0	2	4	2	0	5	8	1	0
204431	Fibrobacteraceae	family	1930	136	1633	1457	1719	92	2582	2348	528	158
1931237	Fulvivirga sp.	species	44	7	15	38	3	37	30	47	12	17
3140682	Candidatus Villigracilis affinis	species	9711	69	549	875	38	233	447	305	62	60
2914710	Sphaerotilus microaerophilus	species	964	115	64	72	52	271	21	70	30	38
3044600	Anaerobaca lacustris	species	1321	94	2254	1040	189	50	371	2353	289	68
20	Phenylobacterium	genus	2940	11569	23702	19492	13333	6819	10182	14235	22532	33697
1307763	Kiritimatiella glycovorans	species	641	343	5793	1496	315	71	698	6531	574	113
3110240	Nostoc sp. UHCC 0251	species	4	0	6	3	2	4	3	3	2	3
3101273	Candidatus Spongiisocius sp.	species	20	5	23	29	2	6	27	34	8	4
2212460	Propionivibrio sp.	species	6311	13105	9333	21681	12252	9981	2984	128981	24521	7558
185300	Paludibacter propionicigenes	species	3642	2197	1373	12875	1055	3158	4367	28031	977	3466
1184396	Mesotoga	genus	1098	41	350	1169	33	11	109	999	99	19
2626009	unclassified Luteitalea	no rank	273	582	358	230	258	205	148	397	100	122
213118	Desulfobacterales	order	3760	663	7700	1010	559	152	864	10401	1143	308
91061	Bacilli	class	5132	12434	16092	60277	38281	19271	221296	40726	19280	43285
2795986	Aureibaculum flavum	species	21	1	6	12	3	13	5	24	3	31
2913621	Prevotella sp. E9-3	species	5	6	21	146	61	6	82	88	18	0
3386187	Candidatus Aalborgicola defluviihabitans	species	1911	93	50	507	95	11937	98	123	46	328
174951	Ramlibacter	genus	422	158	292	336	156	993	106	391	140	409
1032527	Pedosphaera parvula	species	2222	148	1476	574	138	170	221	2759	270	181
2315688	Simplicispira hankyongi	species	1722	60	48	206	58	1393	15	76	23	366
39496	Eubacterium ventriosum	species	42	337	434	1039	888	549	3383	1429	1267	190
84993	Acidimicrobiales	order	6003	375	1145	15948	683	960	4218	2661	597	956
170	Leptospiraceae	family	826	68	318	152	85	14	132	1488	75	35
1761888	Prevotella sp. tc2-28	species	19	1	16	455	34	9	172	256	40	3
475964	Caldilineaceae	family	2272	373	454	6739	68	113	662	610	233	116
2222	Methanothrix	genus	5069	1924	269728	63407	5219	1401	102044	38567	100619	1323
29510	Turneriella parva	species	2916	271	338	205	77	109	128	781	74	179
85021	Intrasporangiaceae	family	2059	1007	3305	17670	2045	1055	10850	3441	1166	2744
3231911	Lewinella sp. LCG006	species	206	8	15	162	17	77	11	49	5	43
2836650	Methylobacterium sp. J-070	species	1	1	5	5	1	0	6	3	0	4
879969	Macellibacteroides fermentans	species	6977	2861	3866	24516	9284	4001	12691	198362	8490	12735
296051	Terrimonas	genus	1436	167	57	1426	44	1273	59	167	27	236
1676125	Thermogutta	genus	452	71	2054	406	81	65	695	1239	353	48
3391145	Sulfurimonas sp. CS5	species	14	5	5	21	43	44	85	57	17	6
633392	Iamiaceae	family	1618	238	411	1799	336	210	1642	915	240	306
29543	Pelobacter propionicus	species	402	72	335	163	40	106	569	326	135	31
2831106	Devosiaceae	family	653	97	435	1062	190	277	1335	418	261	306
3133332	Sorangium sp. So ce1151	species	10	0	1	3	1	3	2	2	0	3
32011	Methylophilaceae	family	288	253	280	421	408	218698	412	461	248	729
3374279	Parasediminibacterium sp. JCM 36343	species	149	17	21	51	11	143	18	58	10	54
290174	Aquimarina	genus	129	30	63	117	60	148	100	190	46	172
150172	Flavobacterium tegetincola	species	123	27	31	80	371	446	76	39	29	9550
156	Teretinema zuelzerae	species	756	146	937	308	403	89	1630	2367	353	128
497	Psychrobacter	genus	8126	7514	22965	66492	91922	68188	113030	15949	420060	10103485
2949635	Xiashengella succiniciproducens	species	396	17	107	270	60	21	75	320	194	33
1902408	Sphingorhabdus sp.	species	4162	395	323	1259	143	3245	2503	1026	191	533
572511	Blautia	genus	690	32121	57156	22553	39881	6175	253357	26880	42896	4854
1904254	Hydrogenophaga sp.	species	1037	1114	1354	2009	1470	14214	802	2069	778	3175
2805397	Daejeonella sp.	species	1795	84	79	658	93	356	174	206	34	459
2293560	Caldilinea sp.	species	2984	391	611	11879	77	201	755	1005	224	148
2268757	Paracnuella aquatica	species	13	2	4	7	2	17	12	20	1	6
1970189	Marinilabiliales	order	3809	790	1392	3594	1333	795	1375	11869	1292	1096
233191	Caldilinea	genus	2905	555	709	10394	126	135	744	1152	298	149
1777142	Caballeronia arationis	species	22	107	60	153	923	36	150	345	132	28
2963714	Pseudoalteromonas holothuriae	species	1	1	4	4	4	4	5	2	2	2
31977	Veillonellaceae	family	271	16409	32356	11456	20441	3849	16829	58005	12528	2575
1882749	Opitutus sp. GAS368	species	565	23	80	95	41	41	30	125	34	24
186822	Paenibacillaceae	family	649	390	1656	1789	985	451	3271	3538	894	825
1977262	Dongia sp.	species	209	225	50	206	58	86	55	276	114	168
1796622	Extibacter muris	species	5	22	67	77	50	15	225	71	21	12
1004303	Ferruginibacter	genus	1945	370	159	806	194	15478	320	381	59	2309
2268	Thermofilum	genus	5	2	5	5	1	0	8	8	4	0
323449	Pontibacter	genus	333	41	149	329	118	160	103	370	46	137
2717303	Haliscomenobacter sp.	species	1592	209	259	1219	1400	803	2419	2915	617	340
219182	Ottowia thiooxydans	species	108	335	580	649	596	5323	255	505	311	3846
1915512	Methanoculleus sp. UBA45	species	157	0	2	78	1	4	14	11	28	1
155493	Gallibacterium	genus	3	25	32	12	123	8	8	82	18	4
575652	uncultured Aquimarina sp.	species	26	7	8	55	14	39	22	41	5	71
3023713	Marinicella sp. W31	species	7	1	9	12	5	5	6	22	4	1
2835533	Variovorax sp. PCZ-1	species	107	34	38	91	28	557	14	71	30	57
1054211	Sulfuritalea	genus	12005	22	30	2754	35	200	32	99	26	100
3036359	Aurantibacillus circumpalustris	species	5031	300	234	713	213	3487	192	143	54	762
196869	unclassified Flavobacterium	no rank	1757	1401	875	4075	4323	65555	4359	2268	1114	246624
653683	Anaerosporobacter	genus	20	27	128	288	222	37	883	548	158	19
3242979	Hominifimenecus sp. rT4P-3	species	6	15	40	86	69	15	163	100	39	5
61644	Chromatium okenii	species	155	95	122	1248	127	291	562	513	170	30
44249	Paenibacillus	genus	1098	1022	3036	3479	2503	859	7191	8045	2016	831
1046	Chromatiaceae	family	1677	635	3669	2553	813	349	553	5216	1596	717
45200	Methanospirillum sp.	species	2050	107	2031	4731	180	28	2283	1054	1119	61
2637943	unclassified Sphaerochaeta	no rank	226	20	57	45	13	2	33	156	7	17
477666	Bacteroides graminisolvens	species	1924	223	447	1095	1273	204	3282	7775	1103	377
2005520	Dysgonomonadaceae	family	2642	1589	12026	23943	4149	1349	5445	42160	5733	1752
339	Xanthomonas campestris	species	12	114	154	141	421	125	212	294	125	111
1962908	Gemmatimonas sp.	species	772	60	531	466	74	602	169	456	132	81
1872424	Albidovulum sp.	species	488	393	396	1097	228	457	223	330	343	537
2608001	Taibaiella lutea	species	58	9	13	89	22	219	43	61	19	63
2684926	unclassified Acidovorax	no rank	4394	16445	6314	36407	20156	267755	9035	14215	4560	195716
1903411	Yersiniaceae	family	59	154	110	1267	640	921	1504	794	11627	3271
2146	Acholeplasmataceae	family	2048	788	922	204	577	24	364	989	91	1670
3018035	Bdellovibrionota	phylum	584	352	420	447	789	484	483	541	231	201
59732	Chryseobacterium	genus	1080	8576	3825	4060	8685	52468	3956	13280	2038	244556
2663208	Haliangium sp.	species	825	27	120	252	40	1147	61	157	35	51
2491048	Leptotrichia sp. OH3620_COT-345	species	83	458	209	1615	5513	499	407	1596	716	1193
1849015	Arcobacter acticola	species	4498	404	348	11435	407	19201	10441	596	143	3982
2623549	unclassified Sulfurimonas	no rank	174	25	37	179	101	200	184	906	68	29
1114924	Albimonas pacifica	species	2	3	7	6	7	1	5	25	3	1
3133309	Sorangium sp. So ce388	species	19	3	8	10	0	8	3	5	0	2
1550733	Aquisediminimonas profunda	species	1269	175	153	1042	16	715	20	68	16	214
474960	Hydrogenoanaerobacterium saccharovorans	species	29	387	128	349	327	237	606	450	96	103
84992	Acidimicrobiia	class	65	4	17	127	6	21	36	30	4	13
1066	Rhodocyclus tenuis	species	93	122	62	87	43	132	32	329	68	46
38502	Blastococcus aggregatus	species	1	0	3	20	4	3	64	2	43	2
31989	Paracoccaceae	family	1477	7475	4305	7228	10950	18105	10558	8928	8230	14827
3048640	Herbaspirillum sp. RTI4	species	11	25	9	14	4	39	19	16	7	23
41294	Nitrobacteraceae	family	2154	1668	2757	5089	985	4408	5450	1720	1882	2685
44675	Geothrix	genus	559	288	1069	234	465	139	170	2295	605	264
219181	Ottowia	genus	4000	54167	266712	67727	116771	66460	27835	39427	94641	39374
3120395	Acetobacterales	order	2021	12708	16927	8262	3273	10347	10975	17631	14948	7835
95818	Candidatus Saccharimonadota	phylum	690	6472	12137	18274	7160	1886	67618	69947	6743	2525
2900693	Candidatus Solincola tengchongensis	species	326	19	1311	45	24	8	75	196	37	11
33951	Acetobacterium	genus	720	556	1400	11282	620	1111	73885	4426	2505	689
649776	Synergistales	order	4395	5176	59738	21321	5539	738	4365	47123	14296	1675
1883156	Winogradskyella sp.	species	447	37	76	248	194	130	452	668	128	151
471825	Haloplasma contractile	species	80	10	26	58	86	11	174	94	23	6
204441	Rhodospirillales	order	550	523	1205	1014	1242	402	477	2527	904	453
1869339	Polaromonas sp.	species	746	401	478	1132	509	10509	809	703	290	2038
2608003	Hymenobacter lapidiphilus	species	18	8	9	70	22	4	59	27	24	15
2620789	unclassified Aquabacterium	no rank	2727	413	796	1775	1435	3574	1652	7916	714	1386
2822760	Rhodoferax sp. PAMC 29310	species	1332	226	191	170	102	41031	95	88	64	615
1843490	Sporomusaceae	family	1086	25327	21722	13638	9609	3292	16418	218581	20334	3141
363844	Variovorax ginsengisoli	species	20	18	17	52	15	186	26	35	17	100
2897349	Candidatus Uabimicrobium	genus	679	27	150	101	13	15	40	376	50	11
898	Desulfomicrobium	genus	784	436	1162	2017	1210	1523	502	16489	1534	1786
653930	Halopseudomonas bauzanensis	species	35	3	11	22	24	36	26	17	14	36
28453	Sphingobacterium	genus	351	541	1818	1919	4353	1246	2749	5815	1207	7908
648	Aeromonas caviae	species	342	498	655	730	5257	1186	1052	2767	1420	1095
3141764	Rarispira pelagica	species	35	5	32	23	9	1	13	86	6	2
558415	Marinilabiliaceae	family	1776	345	985	3300	2188	395	1511	5801	1618	540
336260	Thermovirga	genus	320	29	948	110	8	0	24	182	86	13
229919	Anaerolinea thermolimosa	species	296	87	942	858	44	61	700	664	94	39
3448123	Planctomicrobium sp. SH527	species	30	4	257	56	23	9	106	116	94	6
31957	Propionibacteriaceae	family	433	6224	27047	4337	6893	2844	115988	42836	12748	4565
712	Pasteurellaceae	family	446	6834	26928	3548	71934	2283	1653	29869	20801	2423
521720	Denitrificimonas caeni	species	697	170	406	9926	4313	2267	8378	2349	3656	2309
3373598	Niveibacterium terrae	species	229	172	257	111	230	68	794	661	198	42
1263	Ruminococcus	genus	6721	4353	4839	17776	23365	6643	30272	14023	3906	2369
117506	Comamonas denitrificans	species	2285	4398	26179	28913	292065	22793	8222	86062	42600	12310
1851148	Limihaloglobus sulfuriphilus	species	273	28	402	160	50	20	96	459	57	19
2770505	Candidatus Laterigemmans baculatus	species	38	5	94	30	8	5	41	93	34	5
75787	Rhodocyclaceae	family	1247	5617	2653	4332	2633	2313	606	20866	5534	1734
213115	Desulfovibrionales	order	716	3078	15572	7062	4568	920	1909	23420	48436	1475
1744	Propionibacterium freudenreichii	species	84	91	237	592	400	75	1822	989	305	122
678	Vibrio sp.	species	155	15	306	297	48	27	212	268	78	16
28117	Alistipes putredinis	species	361	2089	2736	7317	4717	5244	13718	7441	10596	3944
3077236	Curvibacter sp. APW13	species	194	160	149	111	44	595	20	110	22	83
1301	Streptococcus	genus	2502	92731	64403	45138	274919	13538	116129	236050	32569	9983
255507	Aliarcobacter cibarius	species	321	351	265	637	617	1204	1265	3034	465	109
1643949	Petrotogaceae	family	868	32	71	622	361	298	332	414	699	31
34029	Leptothrix cholodnii	species	72	22	28	33	11	313	17	42	11	13
414999	Opitutia	class	1375	191	1603	575	1027	143	410	3232	586	143
157692	Pseudoleptotrichia goodfellowii	species	69	297	125	1387	3921	410	317	1233	395	1023
221279	Candidatus Competibacter	genus	620	872	1027	937	86	66	108	1422	627	313
2828727	Lutispora sp.	species	231	46	208	279	111	21	208	397	165	31
91347	Enterobacterales	order	1717	47478	26341	19721	57808	18659	25739	58362	293547	34317
221280	Candidatus Competibacter phosphatis	species	2239	3702	1944	1115	294	205	220	3535	1789	689
2791015	Sphaerochaetaceae	family	1210	28	94	144	126	8	137	252	28	40
2760872	Tenuifilaceae	family	5237	116	396	436	114	56	98	1229	351	67
1905334	Thauera sp.	species	522	395	2626	6906	3546	745	1229	6131	2431	461
2903142	Rhabdothermincola salaria	species	99	16	130	128	24	37	280	232	74	149
310297	Phocaeicola plebeius	species	488	4208	7201	29304	19840	6728	40109	6692	10608	3051
2614128	unclassified Clostridium	no rank	194	1655	3191	1438	7926	4636	9352	4052	2715	862
2641713	unclassified Arenimonas	no rank	28	42	34	80	24	94	45	193	25	273
2634177	unclassified Fibrobacter	no rank	191	23	199	611	258	40	518	455	137	22
258475	Pelotomaculum propionicicum	species	1127	56	261	166	138	17	171	451	138	30
109330	Nocardiopsis tropica	species	1	0	4	3	0	0	2	1	1	2
714	Aggregatibacter actinomycetemcomitans	species	2	13	76	35	277	21	12	62	94	6
2597270	Alkalicoccobacillus porphyridii	species	2	1	8	5	4	1	11	21	6	2
1168171	Aquibacillus albus	species	4	0	1	1	2	0	11	7	2	1
2622126	unclassified Muribaculum	no rank	656	122	279	1550	440	98	332	1877	252	397
178440	Opitutus	genus	130	15	106	27	37	7	25	140	38	7
203692	Spirochaetia	class	997	221	961	612	319	83	538	3719	275	82
573	Klebsiella pneumoniae	species	1168	10232	9989	8011	18408	11221	24389	19689	48901	19862
2060	Tsukamurella	genus	29	246	3244	244	708	328	1496	502	668	657
667112	Lutispora	genus	867	22	99	200	60	16	125	150	56	12
1759059	Candidatus Viadribacter manganicus	species	411	31	52	265	4	25	7	16	3	68
1962973	Luteolibacter sp.	species	157	93	1312	289	119	149	135	708	121	141
2303491	Candidatus Amarolinea	genus	687	145	390	1041	49	50	197	613	72	39
119045	Methylobacteriaceae	family	62	237	377	182	189	156	435	211	250	123
32003	Nitrosomonadales	order	1788	381	484	805	328	28839	216	1372	310	374
3242322	Candidatus Endomicrobiellum devescovinae	species	5	1	29	14	10	2	16	37	9	3
866564	Polaromonas glacialis	species	20	39	20	50	73	383	11	51	12	128
2983821	Campylobacter sp. JMF_08 NE1	species	1	0	0	5	2	2	7	1	0	1
370973	Runella defluvii	species	73	13	2	37	10	236	13	25	1	61
33057	Thauera	genus	2039	3501	16690	14009	20030	5423	6645	49793	16909	4019
28200	Aliarcobacter skirrowii	species	388	75	101	387	1194	461	1173	842	354	66
31969	Mollicutes	class	1308	214	285	254	582	44	610	556	117	356
1032243	Campylobacter californiensis	species	5	3	1	23	40	9	39	16	4	0
2716883	Flavihumibacter profundi	species	54	13	23	37	4	154	18	61	4	56
79328	Chitinophaga	genus	959	756	472	1216	639	1142	1291	1308	308	550
1548547	Woeseia oceani	species	33	7	51	33	5	27	11	71	21	5
575653	uncultured Dokdonia sp.	species	31	7	4	26	11	19	21	29	3	44
909656	Phocaeicola	genus	694	3772	2648	6796	6427	25957	7076	12221	2260	12243
159728	Desulfovibrio cuneatus	species	177	316	2086	5753	1047	704	1280	1463	18745	730
33882	Microbacterium	genus	820	10821	18135	21587	7388	10828	49179	18596	7713	20019
2642922	unclassified Propioniciclava	no rank	36	1510	2808	1626	2270	205	14183	14798	3817	166
359407	Methylotenera	genus	262	167	212	834	729	681420	1078	683	483	903
2315236	Pseudaquabacterium pictum	species	1722	704	132	209	184	6288	82	179	47	1059
748831	Brevifollis gellanilyticus	species	436	289	230	326	70	154	74	797	61	76
1689272	Vitreoscilla massiliensis	species	1058	2075	5506	28882	76056	28511	11838	6600	5828	57369
84642	Aeromonadaceae	family	1353	1389	850	1859	7204	2286	3209	17699	2277	2052
1642646	Petrimonas mucosa	species	209	32	133	330	85	27	110	636	90	55
2647248	unclassified Ferruginibacter	no rank	229	50	16	98	23	1898	34	50	8	163
2862509	Paracrocinitomix mangrovi	species	361	16	17	90	35	87	31	65	15	43
346096	Paludibacter	genus	2246	2138	1222	13906	957	1768	2898	29376	1034	2012
2981675	Porcipelethomonas sp.	species	26	23	42	99	317	58	293	307	94	20
126	Planctomycetaceae	family	1831	308	2135	1513	273	290	1153	3358	759	229
3374723	Tenuifilum osseticum	species	3251	94	469	512	117	72	108	1278	321	95
1965292	Fenollaria sp.	species	1	0	3	3	1	0	9	2	1	0
2691419	Lacipirellula sp.	species	25	8	79	55	10	6	48	67	29	5
3127471	Bernardetia sp. Wsw4-3y2	species	14	0	0	1	1	26	38	4	0	9
1862385	Rubrivivax rivuli	species	330	28	32	78	21	481	10	37	10	46
39948	Dialister	genus	2682	97959	231039	99773	135286	49516	121976	250429	80214	33193
165696	Novosphingobium	genus	2046	3003	1996	3177	813	36471	1455	4313	1059	4162
911197	Phaeocystidibacter luteus	species	41	4	4	18	7	11	2	10	2	11
1582259	Gudongella oleilytica	species	648	502	637	404	125	41	422	1710	135	992
2838791	unclassified Limisphaera	no rank	186	5	87	49	13	7	8	153	20	11
3085097	Candidatus Promineifilaceae	family	1257	57	308	13460	64	54	165	285	134	28
1871086	Brevundimonas sp.	species	607	1905	2259	3050	867	2158	3093	2968	917	6363
76892	Caulobacteraceae	family	2434	5177	9060	10016	4280	4921	6708	6536	6109	23091
3376989	Mesorhizobium sp. ORM16	species	1	0	0	3	0	3	3	0	0	0
2782232	Chryseobacterium group	no rank	3892	36170	32124	28537	35418	241680	17547	43115	8498	1570109
41978	Ruminococcus sp.	species	1153	2162	3994	8855	12997	2726	22862	14178	6272	1027
